File,Hash,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclClass,CountDeclExecutableUnit,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,human_buggy
package/MDAnalysis/coordinates/DCD.py,a4d50ae,1.0,1.0,1.0,1.0,17.0,1.0,9.0,6.0,2.0,15.0,15.0,417.0,60.0,172.0,49.0,123.0,186.0,0.0,0.0,132.0,32.0,100.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,1.08,29.0,29.0,29.0,17.0,0.0
package/MDAnalysis/coordinates/GRO.py,a4d50ae,4.0,4.0,4.0,1.0,36.0,5.0,21.0,11.0,3.0,7.0,7.0,420.0,81.0,179.0,22.0,157.0,171.0,0.0,0.0,138.0,20.0,118.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,4.0,3.0,0.96,33.0,33.0,33.0,13.0,0.0
package/MDAnalysis/coordinates/PDB.py,a4d50ae,3.0,3.0,3.0,1.0,23.0,3.0,11.0,8.0,4.0,29.0,28.0,1070.0,216.0,388.0,51.0,337.0,474.0,1.0,0.0,313.0,49.0,264.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,7.0,3.0,1.22,87.0,87.0,87.0,45.0,0.0
package/MDAnalysis/coordinates/base.py,a4d50ae,2.0,2.0,2.0,1.0,14.0,2.0,6.0,6.0,8.0,101.0,101.0,1955.0,395.0,723.0,168.0,555.0,842.0,0.0,0.0,616.0,125.0,491.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,3.0,1.16,227.0,227.0,227.0,156.0,0.0
package/MDAnalysis/coordinates/xdrfile/core.py,a4d50ae,1.0,1.0,1.0,1.0,37.0,7.0,6.0,24.0,0.0,2.0,2.0,124.0,27.0,17.0,7.0,10.0,80.0,0.0,0.0,14.0,7.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,4.71,3.0,3.0,3.0,2.0,0.0
package/MDAnalysis/core/AtomGroup.py,a4d50ae,1.0,1.0,1.0,1.0,11.0,1.0,4.0,0.0,1.0,3.0,2.0,66.0,12.0,32.0,8.0,24.0,22.0,1.0,0.0,19.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.69,3.0,3.0,3.0,3.0,0.0
package/MDAnalysis/core/units.py,a4d50ae,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,2.0,8.0,3.0,5.0,2.0,1.0,0.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,0.0
package/MDAnalysis/core/units.py,a4d50ae,2.0,2.0,2.0,2.0,41.0,2.0,8.0,9.0,0.0,3.0,2.0,375.0,69.0,100.0,3.0,97.0,221.0,3.0,0.0,31.0,3.0,28.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,2.0,2.21,8.0,8.0,8.0,6.0,0.0
package/doc/sphinx/source/conf.py,a4d50ae,1.0,1.0,1.0,1.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,336.0,77.0,82.0,4.0,78.0,181.0,1.0,0.0,36.0,4.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.21,1.0,1.0,1.0,1.0,0.0
package/setup.py,a4d50ae,4.0,4.0,4.0,2.0,36.0,1.0,22.0,4.0,2.0,11.0,10.0,540.0,64.0,360.0,32.0,328.0,123.0,288.0,2.0,216.0,30.0,186.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,6.0,4.0,0.34,54.0,54.0,54.0,24.0,0.0
testsuite/setup.py,a4d50ae,4.0,4.0,4.0,2.0,36.0,1.0,22.0,4.0,2.0,11.0,10.0,540.0,64.0,360.0,32.0,328.0,123.0,288.0,2.0,216.0,30.0,186.0,12.0,12.0,12.0,1.0,12.0,12.0,12.0,6.0,4.0,0.34,54.0,54.0,54.0,24.0,0.0
package/setup.py,a4d50ae,5.0,5.0,5.0,3.0,83.0,6.0,34.0,27.0,0.0,2.0,1.0,229.0,26.0,139.0,6.0,133.0,66.0,6.0,1.0,47.0,6.0,41.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,6.0,3.0,0.47,11.0,11.0,11.0,7.0,0.0
testsuite/setup.py,a4d50ae,5.0,5.0,5.0,3.0,83.0,6.0,34.0,27.0,0.0,2.0,1.0,229.0,26.0,139.0,6.0,133.0,66.0,6.0,1.0,47.0,6.0,41.0,4.0,4.0,4.0,1.0,7.0,7.0,7.0,6.0,3.0,0.47,11.0,11.0,11.0,7.0,0.0
package/MDAnalysis/coordinates/xdrfile/core.py,a4d50ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
package/MDAnalysis/coordinates/xdrfile/core.py,a4d50ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
package/MDAnalysis/coordinates/xdrfile/core.py,a4d50ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
package/MDAnalysis/coordinates/base.py,a4d50ae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
package/MDAnalysis/analysis/hbonds.py,0c2a707,3.0,3.0,3.0,1.0,22.0,2.0,15.0,7.0,1.0,12.0,11.0,497.0,96.0,178.0,24.0,154.0,227.0,1.0,0.0,169.0,22.0,147.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,3.0,6.0,1.28,47.0,47.0,47.0,16.0,0.0
package/MDAnalysis/analysis/hbonds.py,0c2a707,3.0,3.0,3.0,1.0,22.0,2.0,15.0,7.0,1.0,12.0,11.0,497.0,96.0,178.0,24.0,154.0,227.0,1.0,0.0,169.0,22.0,147.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,3.0,6.0,1.28,47.0,47.0,47.0,16.0,1.0
package/setup.py,0c2a707,7.0,7.0,7.0,1.0,123.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,23.0,131.0,7.0,123.0,48.0,48.0,2.0,41.0,7.0,34.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,2.0,0.37,7.0,7.0,7.0,1.0,1.0
testsuite/setup.py,0c2a707,7.0,7.0,7.0,1.0,123.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,23.0,131.0,7.0,123.0,48.0,48.0,2.0,41.0,7.0,34.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,2.0,0.37,7.0,7.0,7.0,1.0,1.0
package/setup.py,0c2a707,3.0,3.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,21.0,57.0,4.0,52.0,36.0,4.0,1.0,14.0,4.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.63,3.0,3.0,3.0,1.0,1.0
testsuite/setup.py,0c2a707,3.0,3.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,21.0,57.0,4.0,52.0,36.0,4.0,1.0,14.0,4.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.63,3.0,3.0,3.0,1.0,1.0
package/MDAnalysis/analysis/hbonds.py,58f1ba9,3.0,3.0,3.0,1.0,22.0,2.0,15.0,7.0,1.0,12.0,11.0,498.0,96.0,179.0,24.0,155.0,228.0,1.0,0.0,170.0,22.0,148.0,1.0,1.0,1.0,1.0,15.0,15.0,15.0,3.0,6.0,1.27,47.0,47.0,47.0,16.0,0.0
package/setup.py,58f1ba9,7.0,7.0,7.0,1.0,123.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,23.0,131.0,7.0,123.0,48.0,48.0,2.0,41.0,7.0,34.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,2.0,0.37,7.0,7.0,7.0,1.0,0.0
testsuite/setup.py,58f1ba9,7.0,7.0,7.0,1.0,123.0,0.0,0.0,0.0,0.0,1.0,0.0,194.0,23.0,131.0,7.0,123.0,48.0,48.0,2.0,41.0,7.0,34.0,7.0,7.0,7.0,1.0,7.0,7.0,7.0,1.0,2.0,0.37,7.0,7.0,7.0,1.0,0.0
package/setup.py,58f1ba9,3.0,3.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,21.0,57.0,4.0,52.0,36.0,4.0,1.0,14.0,4.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.63,3.0,3.0,3.0,1.0,0.0
testsuite/setup.py,58f1ba9,3.0,3.0,3.0,1.0,52.0,0.0,0.0,0.0,0.0,1.0,0.0,111.0,21.0,57.0,4.0,52.0,36.0,4.0,1.0,14.0,4.0,10.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,0.63,3.0,3.0,3.0,1.0,0.0
package/MDAnalysis/coordinates/PDB.py,d3f7100,2.0,2.0,2.0,1.0,13.0,1.0,8.0,4.0,5.0,49.0,48.0,863.0,134.0,443.0,68.0,375.0,315.0,2.0,0.0,402.0,65.0,337.0,2.0,2.0,2.0,1.0,14.0,14.0,14.0,10.0,4.0,0.71,119.0,119.0,119.0,82.0,1.0
testsuite/MDAnalysisTests/test_coordinates.py,d3f7100,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,38.0,171.0,171.0,1378.0,269.0,962.0,269.0,687.0,201.0,0.0,0.0,802.0,222.0,580.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.21,200.0,200.0,200.0,171.0,1.0
package/MDAnalysis/coordinates/PDB.py,a8a280c,2.0,2.0,2.0,1.0,13.0,1.0,8.0,4.0,5.0,49.0,48.0,874.0,138.0,447.0,68.0,379.0,318.0,2.0,0.0,406.0,65.0,341.0,2.0,2.0,2.0,1.0,14.0,14.0,14.0,10.0,4.0,0.71,121.0,121.0,121.0,82.0,0.0
testsuite/MDAnalysisTests/test_coordinates.py,a8a280c,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,38.0,172.0,172.0,1403.0,273.0,981.0,270.0,705.0,203.0,0.0,0.0,821.0,223.0,598.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.21,201.0,201.0,201.0,172.0,0.0
package/MDAnalysis/coordinates/DCD.py,f53cff4,2.0,2.0,2.0,1.0,16.0,1.0,8.0,8.0,2.0,18.0,17.0,378.0,33.0,160.0,31.0,129.0,195.0,1.0,0.0,152.0,30.0,122.0,1.0,1.0,1.0,1.0,7.0,7.0,7.0,6.0,2.0,1.22,41.0,41.0,41.0,32.0,1.0
package/MDAnalysis/coordinates/base.py,f53cff4,1.0,1.0,1.0,1.0,8.0,0.0,4.0,3.0,5.0,65.0,65.0,792.0,153.0,331.0,94.0,237.0,321.0,0.0,0.0,307.0,79.0,228.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,5.0,3.0,0.97,113.0,113.0,113.0,95.0,1.0
testsuite/MDAnalysisTests/test_coordinates.py,f53cff4,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,38.0,172.0,172.0,1403.0,273.0,981.0,270.0,705.0,203.0,0.0,0.0,821.0,223.0,598.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.21,201.0,201.0,201.0,172.0,1.0
package/MDAnalysis/coordinates/base.py,f53cff4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
package/MDAnalysis/core/log.py,c25ea38,1.0,1.0,1.0,1.0,16.0,2.0,7.0,7.0,2.0,7.0,7.0,238.0,57.0,55.0,12.0,43.0,126.0,0.0,0.0,52.0,12.0,40.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,2.29,13.0,13.0,13.0,9.0,1.0
package/MDAnalysis/core/log.py,8dcc038,1.0,1.0,1.0,1.0,16.0,2.0,7.0,7.0,2.0,7.0,7.0,238.0,57.0,55.0,12.0,43.0,126.0,0.0,0.0,52.0,12.0,40.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,2.0,2.29,13.0,13.0,13.0,9.0,0.0
package/MDAnalysis/coordinates/GRO.py,4e59491,4.0,4.0,4.0,1.0,36.0,5.0,21.0,11.0,3.0,7.0,7.0,420.0,81.0,179.0,22.0,157.0,171.0,0.0,0.0,138.0,20.0,118.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,4.0,3.0,0.96,33.0,33.0,33.0,13.0,1.0
package/MDAnalysis/coordinates/PDB.py,4e59491,3.0,3.0,3.0,1.0,23.0,3.0,11.0,8.0,4.0,29.0,28.0,1070.0,216.0,388.0,51.0,337.0,474.0,1.0,0.0,313.0,49.0,264.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,7.0,3.0,1.22,87.0,87.0,87.0,45.0,1.0
package/MDAnalysis/coordinates/GRO.py,178af90,4.0,4.0,4.0,1.0,36.0,5.0,21.0,11.0,3.0,7.0,7.0,420.0,81.0,179.0,22.0,157.0,171.0,0.0,0.0,138.0,20.0,118.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,4.0,3.0,0.96,33.0,33.0,33.0,13.0,0.0
package/MDAnalysis/coordinates/PDB.py,178af90,3.0,3.0,3.0,1.0,23.0,3.0,11.0,8.0,4.0,29.0,28.0,1070.0,216.0,388.0,51.0,337.0,474.0,1.0,0.0,313.0,49.0,264.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,7.0,3.0,1.22,87.0,87.0,87.0,45.0,0.0
package/MDAnalysis/coordinates/GRO.py,936af56,4.0,4.0,4.0,1.0,36.0,5.0,21.0,11.0,3.0,7.0,7.0,420.0,81.0,179.0,22.0,157.0,171.0,0.0,0.0,138.0,20.0,118.0,0.0,0.0,0.0,0.0,15.0,15.0,15.0,4.0,3.0,0.96,33.0,33.0,33.0,13.0,1.0
package/MDAnalysis/coordinates/PDB.py,936af56,3.0,3.0,3.0,1.0,23.0,3.0,11.0,8.0,4.0,29.0,28.0,1070.0,216.0,388.0,51.0,337.0,474.0,1.0,0.0,313.0,49.0,264.0,1.0,1.0,1.0,1.0,11.0,11.0,11.0,7.0,3.0,1.22,87.0,87.0,87.0,45.0,1.0
package/MDAnalysis/core/AtomGroup.py,936af56,1.0,1.0,1.0,1.0,11.0,1.0,4.0,0.0,1.0,3.0,2.0,66.0,12.0,32.0,8.0,24.0,22.0,1.0,0.0,19.0,7.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.69,3.0,3.0,3.0,3.0,1.0
package/MDAnalysis/analysis/hbonds.py,1b5b8e4,3.0,3.0,3.0,1.0,28.0,3.0,16.0,10.0,1.0,18.0,17.0,861.0,154.0,293.0,35.0,258.0,427.0,1.0,0.0,258.0,32.0,226.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,4.0,6.0,1.46,68.0,68.0,68.0,24.0,1.0
package/MDAnalysis/coordinates/GRO.py,1b5b8e4,2.0,2.0,2.0,1.0,16.0,1.0,10.0,7.0,3.0,10.0,10.0,249.0,37.0,126.0,24.0,102.0,107.0,0.0,0.0,103.0,23.0,80.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,3.0,0.85,25.0,25.0,25.0,10.0,1.0
package/MDAnalysis/coordinates/PDB.py,1b5b8e4,2.0,2.0,2.0,1.0,13.0,1.0,8.0,4.0,5.0,49.0,48.0,874.0,138.0,447.0,68.0,379.0,318.0,2.0,0.0,406.0,65.0,341.0,2.0,2.0,2.0,1.0,14.0,14.0,14.0,10.0,4.0,0.71,121.0,121.0,121.0,82.0,1.0
package/MDAnalysis/core/AtomGroup.py,1b5b8e4,1.0,1.0,1.0,1.0,12.0,1.0,5.0,5.0,7.0,124.0,124.0,1897.0,337.0,696.0,166.0,530.0,887.0,0.0,0.0,661.0,152.0,509.0,0.0,0.0,0.0,0.0,9.0,9.0,9.0,4.0,3.0,1.27,225.0,225.0,225.0,144.0,1.0
package/MDAnalysis/core/Selection.py,1b5b8e4,1.0,1.0,1.0,1.0,5.0,0.0,5.0,0.0,31.0,80.0,79.0,691.0,66.0,510.0,119.0,391.0,134.0,2.0,0.0,462.0,119.0,343.0,2.0,2.0,2.0,1.0,23.0,23.0,23.0,19.0,3.0,0.26,141.0,141.0,141.0,100.0,1.0
testsuite/MDAnalysisTests/test_analysis.py,1b5b8e4,1.0,1.0,1.0,1.0,7.0,0.0,6.0,1.0,4.0,14.0,14.0,161.0,20.0,106.0,29.0,76.0,41.0,0.0,0.0,99.0,28.0,71.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.39,15.0,15.0,15.0,14.0,1.0
testsuite/MDAnalysisTests/test_atomgroup.py,1b5b8e4,1.0,1.0,1.0,1.0,5.0,0.0,4.0,0.0,6.0,51.0,50.0,386.0,67.0,275.0,71.0,204.0,64.0,2.0,0.0,239.0,69.0,170.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,0.23,54.0,54.0,54.0,51.0,1.0
package/MDAnalysis/analysis/hbonds.py,04bbe28,3.0,3.0,3.0,1.0,28.0,3.0,15.0,11.0,1.0,22.0,21.0,988.0,188.0,330.0,41.0,289.0,489.0,1.0,0.0,289.0,36.0,253.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,5.0,6.0,1.48,79.0,79.0,79.0,29.0,0.0
package/MDAnalysis/analysis/hbonds.py,98d55e0,3.0,3.0,3.0,1.0,28.0,3.0,15.0,11.0,1.0,22.0,21.0,998.0,189.0,336.0,41.0,295.0,492.0,1.0,0.0,295.0,36.0,259.0,1.0,1.0,1.0,1.0,16.0,16.0,16.0,5.0,6.0,1.46,79.0,79.0,79.0,29.0,1.0
