hash,time,message,buggy
c08b19e,2017-02-19 22:35:31,New DMF test  with GROMACS reference inputs  to test the correctness of replacement 1-4 parameters.,0
203e540,2017-02-19 23:07:30,Loosened tolerance for force checks slighly  for single precision CUDA test.,0
1945dd6,2017-02-20 01:39:37,Merge branch 'master' of github.com:pandegroup/openmm into dpme,0
21f5df1,2017-02-21 11:18:03,Merge pull request #1657 from rmcgibbo/rmcgibbo-patch-2,0
f36f36b,2017-02-21 11:35:07,Merge pull request #1743 from peastman/cmake,0
551c5b0,2017-02-21 13:25:43,Small fixes to LJPME testing.,0
c085006,2017-02-21 14:33:02,More test changes  to appease appveyor.,0
53f770f,2017-02-21 16:12:28,Merge pull request #1557 from andysim/dpme,0
7c0bee4,2017-02-22 09:50:47,Improved performance of Python State objects,0
ac7953d,2017-02-22 10:36:36,Install numpy on appveyor,0
b84e22b,2017-02-22 13:38:41,Merge pull request #1746 from peastman/state,0
cd874b2,2017-02-22 15:53:52,Merged changes from main branch,0
766f480,2017-02-22 16:17:43,Fixed errors,1
6813ca5,2017-02-23 09:57:07,Fixed compilation error on Windows,1
8469621,2017-02-23 12:53:50,Merge pull request #1747 from peastman/realtype,0
72d0fd4,2017-02-23 15:02:36,Fixed overly strict tolerance in test case,0
7866986,2017-02-23 15:22:56,Use older version of doxygen to avoid segfault,0
ebcd974,2017-02-24 10:05:09,Merge pull request #1748 from peastman/errors,0
f965d27,2017-02-27 10:48:41,Fixed error adding triclinic solvent boxes,1
3c79fb8,2017-02-27 12:39:22,Merge pull request #1752 from peastman/solvent,0
debf232,2017-02-27 14:56:48,Fixed travis badge,0
cab098d,2017-02-27 16:22:16,Merge pull request #1753 from peastman/badge,0
6105384,2017-02-27 16:33:30,Can append to DCD files,0
2316083,2017-02-27 22:30:28,First pass at a Jenkins install script,0
cc03b10,2017-02-27 22:39:08,Typo,0
0e544e6,2017-02-27 22:41:20,Clean up conda environment,0
088f9eb,2017-02-27 22:44:01,Make sure directories exist,0
78ccbbe,2017-02-27 22:54:12,Build in the src directory,0
236fb79,2017-02-27 23:31:35,Few small fixes,0
f1de425,2017-02-27 23:44:26,Set OPENMM_CUDA_COMPILER,0
d32d05a,2017-02-28 10:40:23,Merge pull request #1754 from peastman/dcdappend,0
d517729,2017-02-28 15:59:07,Let tests run on Jenkins for longer,0
14ea45b,2017-02-28 16:27:14,Fixed bugs in multipoles with ZOnly axis type,1
d12c9bd,2017-02-28 17:54:08,Merge pull request #1755 from swails/ci/jenkins,0
88da682,2017-03-01 11:44:00,Merge pull request #1756 from peastman/zonly,0
047934e,2017-03-01 11:48:25,Merge remote-tracking branch 'upstream/master',0
ca1e8a9,2017-03-02 13:28:17,add a test,0
175b112,2017-03-02 13:32:29,fix typo,0
ab8f102,2017-03-02 16:11:16,Use C++11 style loops,0
9ae41c1,2017-03-03 10:14:13,Merge pull request #1757 from Lnaden/sphinxupdate,0
b82d3fa,2017-03-03 10:31:36,Fix docs building on Sphinx 1.3.1 and 1.5.1 due to custom text role,0
256f47a,2017-03-03 10:34:29,better word choice,0
28b79b2,2017-03-03 15:23:54,Use C++11 style loops,0
1119b03,2017-03-03 15:28:24,Fixed test failure on Windows,0
f1e31c1,2017-03-03 16:01:29,Fixed the next failure...,0
74c86e7,2017-03-03 17:43:34,fix test,0
9f6bd49,2017-03-06 10:14:27,Merge pull request #1759 from peastman/deldcd,0
d314e69,2017-03-06 12:53:57,Use C++11 style loops,0
8831340,2017-03-06 16:51:32,Use C++11 style loops,0
38ea605,2017-03-14 20:12:50,Fix bug where CHARMM impropers did not respect toroidal boundary conditions,1
6bdf834,2017-03-14 20:17:53,Include numerical value of pi,0
40974a9,2017-03-14 20:55:40,Change problematic example for CustomTorsionForce,0
6c571b4,2017-03-14 20:56:42,Add more warning to documentation,0
b0c82b8,2017-03-23 13:16:10,Fixed error with exclusions for Drude particles,1
55ee0b9,2017-03-24 11:12:37,Merge pull request #1767 from peastman/drudeexclusion,0
083bc50,2017-03-24 16:49:13,Use C++11 style loops,0
bb06df2,2017-03-30 17:59:06,Change sigma=0.0 to sigma=1.0,0
08e8b20,2017-03-31 11:16:28,Merge pull request #1769 from peastman/loops,0
30fc8eb,2017-03-31 16:35:57,Initial Commit,0
cd391b1,2017-03-31 16:37:37,Initial Commit(2),0
c29f195,2017-03-31 21:02:23,Updated provenance information to include our publication,0
f79d120,2017-03-31 21:04:38,"Accented ""i"" in Martinez may cause trouble",0
1fc0393,2017-04-03 11:44:08,Fix errors on travis downloading files,1
b00d952,2017-04-03 12:12:04,"Specify ""dist: trusty"" for all travis builds",0
27aed4e,2017-04-03 13:32:57,Merge pull request #1774 from peastman/ssl,0
7ea6a66,2017-04-04 13:00:34,Fix test failure on Jenkins,0
b0cf367,2017-04-05 10:18:56,Code cleanup,0
6f80b44,2017-04-05 10:54:36,Added user guide and bibliography entry,0
66d7cb3,2017-04-05 10:56:14,Merge branch 'master' into master,0
96fe37c,2017-04-05 11:46:47,References in alphabetical order,0
765e274,2017-04-05 14:06:14,Merge pull request #1009 from leeping/master,0
d4b1ced,2017-04-05 14:40:45,Fixed field support in group file,0
65782c5,2017-04-06 15:02:23,Merge pull request #1776 from peastman/vsiteerror,0
aafb926,2017-04-07 10:29:26,Strip syntax change,0
36230f7,2017-04-07 11:04:58,Mea culpa,0
f9be763,2017-04-07 11:59:13,Merge pull request #1780 from Lnaden/patch-1,0
f84531e,2017-04-07 12:56:43,Fix typo in bibtex entry,0
6786699,2017-04-07 16:04:46,Unit test,0
150503f,2017-04-07 16:38:22,Added error checking to setNonbondedMethod(),0
111844a,2017-04-10 09:48:26,Merge pull request #1781 from peastman/setmethod,0
468c0dd,2017-04-10 12:16:54,Beginning of support for adding membranes,0
1665962,2017-04-10 14:22:47,Commenting change,0
b51b666,2017-04-11 10:22:59,Improvements to building membranes,0
c04e70d,2017-04-11 10:24:42,Improved logic for guessing elements from atom names,0
2846ca7,2017-04-11 16:09:11,Fixed error on Python 2,1
03891bb,2017-04-12 11:46:14,Continuing to implement building membranes,0
f21bb6a,2017-04-12 14:20:27,Merge pull request #1783 from peastman/element,0
4c17f59,2017-04-14 11:53:00,Fixed bug accessing parameters for CustomHbondForce,1
7b2086c,2017-04-14 14:31:31,Use simpler form of harmonic torsion restraint that respects boundary conditions,0
e046295,2017-04-14 15:39:04,ForceFields can include other files,0
9976d0c,2017-04-14 15:45:52,Merge pull request #1784 from peastman/hbond,0
e6101f6,2017-04-14 16:09:13,Added documentation to addMembrane(),0
58c63b0,2017-04-17 09:59:40,Merge pull request #1785 from peastman/include,0
361db16,2017-04-17 11:11:59,Defined entry point so other packages can add force field directories,0
d434158,2017-04-17 11:22:00,Bug fix,1
792a9c0,2017-04-18 11:52:04,Merge pull request #1789 from peastman/datadirs,0
5a81b23,2017-04-18 12:29:35,Fixes to GromacsTopFile with different combining rules,0
4dcdf1d,2017-04-18 15:51:52,Merge pull request #1 from peastman/gromacstop,0
fbf193f,2017-04-18 16:19:29,Merge pull request #1778 from GrossfieldLab/improved-gromacs,0
6ed5bc4,2017-04-20 14:06:26,Merge branch 'master' into master,0
713ef42,2017-04-20 16:46:45,re-add old default,0
656d0e3,2017-04-20 16:57:06,resolve conflict,0
c29de61,2017-04-20 17:07:37,fix spaces,0
0a2439c,2017-04-20 17:07:53,Merge branch 'master' of https://github.com/rafwiewiora/openmm,0
311cc01,2017-04-20 17:50:53,remove the now redundant hasTwoWildcards,0
4f11c10,2017-04-20 18:55:38,move PDB to systems,0
a64a5b2,2017-04-24 13:01:21,Bug fixes to CustomHbondForce,1
8c7734e,2017-04-24 16:06:19,Merge pull request #1792 from peastman/hbond,0
117ccbb,2017-04-25 11:39:45,Created test case for CHARMM impropers fix,0
b37e257,2017-04-25 13:58:57,Merge pull request #1761 from jchodera/fix-charmm-impropers,0
1032094,2017-04-25 14:43:33,Merge pull request #1 from peastman/charmmimproper,0
883cb72,2017-04-26 19:50:19,add new code to RBTorsion and CustomTorsion,0
89c824c,2017-04-26 19:54:03,remove extra line,0
19cefde,2017-04-27 10:04:18,Merge pull request #1797 from jchodera/update-version,0
643f53b,2017-04-27 11:02:33,Update 7.1.0 -> 7.2.0,0
cad50c8,2017-04-27 11:43:29,fix indent,0
3c819df,2017-04-27 13:04:06,fix indent 2,0
a1cadf1,2017-04-28 18:28:19,extract ordering=amber part to a function,0
50c0793,2017-04-28 18:30:14,add return statement...,0
79261f4,2017-04-28 19:14:56,add missing types to _matchAmberImproper,0
b5d4b51,2017-05-03 11:08:27,Added option for CPU PME to be deterministic,0
d5b693e,2017-05-04 07:57:30,Update AMBER-FB15 citation with journal information,0
a05c1a9,2017-05-04 09:48:39,Merge pull request #1804 from leeping/master,0
915b84f,2017-05-04 09:49:46,Merge pull request #1802 from peastman/deterministic,0
0b5562a,2017-05-04 13:16:12,take everything out to a function  RBTorsion and CustomTorsion now use ordering=charmm as their default,0
a999f33,2017-05-04 13:24:20,update ordering parameter handling,0
3850a25,2017-05-04 16:41:29,fix wildcard,0
d7e7c69,2017-05-04 21:30:03,Make the nonpolar part of GBSA available via an input parameter to createSystem for both Amber and CHARMM files.,0
0b46094,2017-05-04 21:49:02,Oops  finish the Amber part,0
b0c7239,2017-05-05 09:45:43,Merge pull request #1560 from rafwiewiora/master,0
222688d,2017-05-05 09:55:53,Fixed error in create3DNaturalSpline(),1
48c2393,2017-05-05 11:25:38,Merge pull request #1805 from swails/feature/gbsa-parameter,0
1f546d5,2017-05-05 11:26:07,Merge pull request #1806 from peastman/tabulated,0
e84f5b7,2017-05-09 15:48:55,Fixed bug in CustomManyParticleForce.,1
c739aaf,2017-05-10 09:02:40,Merge pull request #1810 from peastman/manyparticle,0
54ac989,2017-05-12 14:29:56,Merge pull request #1812 from jchodera/update-devtools,0
183598e,2017-05-12 15:59:24,Update README and packaging scripts.,0
094e6c7,2017-05-18 11:20:27,Began implementing tabulated functions for CustomIntegrator,0
e82ace4,2017-05-18 13:16:13,OpenCL implementation of tabulated functions for CustomIntegrator,0
85c0f76,2017-05-18 13:54:31,CUDA implementation of tabulated functions for CustomIntegrator,0
b83d49a,2017-05-18 14:49:56,Preliminary support for Volta GPUs,0
212e836,2017-05-18 16:47:36,Serialization of tabulated functions for CustomIntegrator,0
7e2d619,2017-05-18 16:49:09,Merge pull request #1817 from peastman/volta,0
8c693ef,2017-05-19 09:46:21,Merge pull request #1816 from peastman/integratorfunctions,0
e575661,2017-05-19 11:29:40,PDBxFile records bonds,0
806731c,2017-05-21 19:21:36,Pin sphinx to 1.5.6 because 1.6.x breaks things,0
b317bd3,2017-05-22 09:55:07,Merge pull request #1819 from peastman/pdbxbonds,0
cc03f11,2017-05-23 22:30:05,Add support for flexibleConstraints to ForceField.createSystem,0
12b839b,2017-05-23 22:39:30,Add a test for flexibleConstraints.,0
897fb78,2017-05-24 13:36:16,Bug fix to custom integrator,1
10b1c7b,2017-05-24 15:30:16,Merge pull request #1824 from peastman/savedforces,0
f3be4bb,2017-05-24 16:21:56,Fix test,0
b8e5b36,2017-05-24 19:53:26,Merge pull request #1823 from swails/feature/flexibleConstraints,0
3ebef4c,2017-05-24 21:48:00,Tweak test,0
9d779a3,2017-05-25 16:08:20,Reference CustomIntegrator avoids unnecessary force/energy computations,0
6a0e1bd,2017-05-26 11:54:41,OpenCL and CUDA CustomIntegrator avoid duplicate computations,0
78a7ae2,2017-05-26 12:11:04,Fix failures on appveyor,0
fb607c7,2017-05-26 12:44:36,Merge pull request #1827 from peastman/appveyor,0
66bc28f,2017-05-30 08:56:16,Merge pull request #1826 from peastman/optimizeintegrator,0
74b4d45,2017-06-07 14:55:13,Created API for CustomCVForce,0
70cfae9,2017-06-08 15:07:28,Reference implementation of CustomCVForce,0
48378da,2017-06-14 11:26:26,Began creating OpenCL implementation of CustomCVForce,0
93742ae,2017-06-14 12:00:58,Merge pull request #1821 from jchodera/sphinx,0
aee84c8,2017-06-15 12:19:06,Completed OpenCL implementation of CustomCVForce,0
f995ace,2017-06-16 11:19:45,CUDA implementation of CustomCVForce,0
f803ce4,2017-06-16 11:45:47,Serialization for CustomCVForce,0
03a2eec,2017-06-16 14:57:06,Added CustomCVForce to manual,0
3a356e2,2017-06-19 11:36:23,Merge pull request #1838 from mohebifar/patch-1,0
d4fcab2,2017-06-19 12:00:35,Fixed Python API for CustomCVForce,0
711c3a5,2017-06-19 12:06:47,Sum energy on the GPU,0
1be1654,2017-06-19 13:46:36,Fix a typo that was preventing an error from being raised,1
ffddfb8,2017-06-19 15:33:25,Improved performance of computing sums with CustomIntegrator,0
751f9c1,2017-06-22 11:10:25,Optimized computing long range correction for CustomNonbondedForce,0
c992d2c,2017-06-22 12:23:14,Merge pull request #1839 from peastman/sum,0
5d0dfb1,2017-06-22 12:38:31,Merge pull request #1841 from peastman/correction,0
49c90bb,2017-06-22 13:54:05,Fixed compilation error on travis,1
3e3fdf2,2017-06-22 14:41:28,Another attempt at fixing compilation error on travis,1
1d448f2,2017-06-22 14:59:58,Fixed syntax error,1
ad5cc98,2017-06-22 15:58:17,Merge pull request #1842 from peastman/gl,0
7cdd6d1,2017-06-28 09:43:56,Merge pull request #1837 from peastman/cv,0
b2e9b5a,2017-06-28 11:56:23,Fixed bug in CustomGBForce,1
feb79f7,2017-06-28 15:42:32,Merge pull request #1850 from peastman/customgb,0
717df45,2017-07-03 11:26:03,CustomIntegrator avoids extra force computations when UpdateContextState doesn't change them,0
15b9fb4,2017-07-10 15:51:41,Merge pull request #1853 from peastman/updatecontextstate,0
2680937,2017-07-14 16:04:59,API and reference implementation of LocalCoordinatesSite depending on arbitrary particles,0
80c223a,2017-07-17 13:55:49,OpenCL implementation of LocalCoordinatesSite depending on arbitrary particles,0
b2222de,2017-07-18 10:21:35,CUDA implementation of LocalCoordinatesSite depending on arbitrary particles,0
ea7f44b,2017-07-18 11:03:10,ForceField supports LocalCoordinatesSite depending on arbitrary particles,0
0827ad5,2017-07-19 16:22:00,Merge pull request #1858 from peastman/localcoordinates,0
6520515,2017-07-21 09:56:54,Fixed an incorrect exception in CustomCVForce,0
24dd6ef,2017-07-21 13:00:01,Merge pull request #1861 from peastman/periodiccv,0
28f66d3,2017-08-01 12:26:39,Fixed error appending to DCD files,1
18a7cac,2017-08-01 14:00:07,Merge pull request #1866 from peastman/append,0
0ef5ec8,2017-08-08 10:24:47,Context.getIntegrator() returns the original Python object,0
e735f14,2017-08-09 13:40:55,CompoundIntegrator.getIntegrator() returns the original Python object,0
ad0ee95,2017-08-10 17:28:26,Merge pull request #1870 from peastman/getintegrator,0
7651969,2017-08-15 10:38:12,Merge pull request #1876 from jchodera/fix-docs,0
d85ccb0,2017-08-15 18:09:14,Fix some sphinx errors,1
9660851,2017-08-15 18:14:18,Fix sphinx admonition formatting,0
d00ab6b,2017-08-15 18:19:34,Replace italics,0
f5da3b6,2017-08-24 10:22:16,Bug fix to finding identical molecules,1
44e668c,2017-08-24 15:12:30,Merge pull request #1881 from peastman/identical,0
c6116ba,2017-08-25 11:41:29,Revert changes that caused segfault,0
e32875f,2017-08-25 12:52:49,Merge pull request #1883 from peastman/revert,0
970cffa,2017-09-01 16:56:28,Change to work correctly on volta,0
8d7234e,2017-09-05 13:19:11,Merge pull request #1885 from peastman/volta,0
1829510,2017-09-05 13:37:05,Merge changes from main branch,0
9bdab7b,2017-09-06 13:16:44,Fixed error using interaction groups with parameter derivatives,1
1763045,2017-09-06 14:19:52,getTabulatedFunction() returns correct subclass,0
e22b195,2017-09-06 19:10:13,Merge pull request #1889 from peastman/groupderiv,0
546ec2f,2017-09-07 09:26:37,Merge pull request #1891 from peastman/tabulated,0
ce423ce,2017-09-08 10:49:36,Reporters can request wrapped or unwrapped coordinates,0
fd948b0,2017-09-11 11:08:43,Ignore duplicate patch specifications,0
e1db7ee,2017-09-11 12:50:28,Context.reinitialize() can optionally preserve state information,0
7f4143a,2017-09-11 12:53:51,Merge pull request #1896 from peastman/patch,0
97ff35a,2017-09-12 14:18:32,Merge pull request #1898 from peastman/reinitialize,0
1ef93e4,2017-09-13 09:35:49,Merge pull request #1895 from peastman/periodic,0
0221ee1,2017-09-15 15:30:09,Beginnings of volta support,0
74ad9a1,2017-09-16 11:11:31,Merge pull request #1903 from stefdoerr/stefdoerr-removed-unused-line,0
45710f2,2017-09-16 16:14:34,removed unused line,0
df95e2d,2017-09-21 14:01:34,Replace __ballot() with __ballot_sync(),0
e28c694,2017-09-21 14:04:48,Removed debugging code,0
2842dd7,2017-09-23 18:30:15,Fixed chain labeling in mmCIF files IO.,0
f3e727d,2017-09-25 13:15:13,Merge pull request #1906 from peastman/volta,0
774638c,2017-09-25 15:15:33,Removed references to 'label_asym_id' and corrected atomKey to use proper chainIdCol values.,0
9a5004b,2017-09-25 16:28:49,Added test for multiple chains in mmCIF files,0
db63705,2017-09-25 17:08:02,Changed all 'label_*' calls to 'auth_*' calls to match PDB format specifications.,0
42a6db2,2017-09-25 18:17:48,Changed format to 'pdbx' for consistency within the test framework. Added 'cif' to CMakeLists.txt for correctness for the future,0
8d59a6b,2017-09-25 19:50:17,Fixed test file name. Humans should not multithread.,0
57f3be7,2017-09-25 21:05:59,Merge pull request #1908 from JoaoRodrigues/asym_chain_fix,0
9f25f4f,2017-10-06 17:10:38,Fixed bug in LennardJonesGenerator,1
956df41,2017-10-07 10:50:01,Merge pull request #1915 from peastman/nbfix,0
0fc3a50,2017-11-03 13:33:42,Fixed a segfault,0
4810bac,2017-11-03 17:14:44,Merge pull request #1924 from peastman/segfault,0
820acd5,2017-11-07 10:40:22,Fixed error using CUDA 8.0 toolkit with 9.0 driver,1
33e2c3c,2017-11-07 14:48:48,Merge pull request #1927 from peastman/cudaerror,0
d4c9eb1,2017-11-10 15:40:37,Require atoms and residues to be contiguous,0
cee3b81,2017-11-11 17:49:27,Merge pull request #1932 from peastman/contiguous,0
76d0252,2017-11-12 13:56:54,Merge pull request #1933 from swails/test-cuda-versions,0
0447a9b,2017-11-12 16:07:53,Test both CUDA 8 and CUDA 9 (and have it work concurrently).,0
6f26c4c,2017-11-14 12:38:55,Added PDB files for POPC and POPE,0
4ffc9e3,2017-11-19 15:36:55,Merge pull request #1935 from jchodera/fix-forcefield,0
03f8795,2017-11-19 17:23:04,Remove optimization to ForceField LennardJonesGenerator that was causing issues with CHARMM conversion,0
60b840e,2017-11-20 11:28:40,Merge branch 'master' into membrane,0
c767ed1,2017-11-20 12:04:19,Fixed problems with POPC and POPE PDB files,0
e497483,2017-11-20 12:58:42,Merge branch 'master' into membrane,0
762ffce,2017-11-22 10:52:59,Optimized creation of proper torsions,0
b7fbe62,2017-11-22 12:31:33,Merge pull request #1937 from peastman/propers,0
4111024,2017-11-22 13:40:50,Improvement to processing of includes in force fields,0
2eb2c46,2017-11-22 15:21:53,Merge pull request #1938 from peastman/includes,0
9d9a3f4,2017-11-28 13:37:03,Added new Amber and CHARMM force fields,0
ec58021,2017-11-29 12:08:59,Merge pull request #1942 from peastman/ff,0
65920c6,2017-11-29 13:37:13,Merge branch 'master' into membrane,0
4e37c41,2017-11-29 13:41:54,Created test case for addMembrane(),0
1d97e9f,2017-11-29 15:26:00,Added documentation for building membranes,0
539678d,2017-11-29 16:31:40,Fixed error on Python 2,1
8ba3d9b,2017-11-29 18:51:44,Merge pull request #1943 from peastman/membrane,0
c9fa23d,2017-11-29 18:56:19,Updated reference for ipq force field,0
a2c77a3,2017-11-30 09:17:48,Merge pull request #1944 from peastman/ipq,0
6ea84b2,2017-11-30 09:48:00,Can build arbitrary membranes by supplying a pre-equilibrated patch,0
b5581e8,2017-11-30 15:47:01,Merge pull request #1946 from peastman/patch,0
f8624c4,2017-12-01 10:30:41,Fix Bond pickling in Python 2.7,0
5e35cd7,2017-12-01 15:31:21,Eliminate stray non-ASCII characters from references.bib since this breaks sphinx,0
826ac7b,2017-12-01 16:30:56,Build sphinx PDF in travis test branch,0
07c1b86,2017-12-03 15:12:26,Merge pull request #1950 from jchodera/fix-references,0
d41f419,2017-12-03 15:24:35,Remove stray comment,0
9c866ca,2017-12-04 15:19:25,Merge pull request #1948 from Lnaden/bond_py27_pickle,0
6220775,2017-12-04 15:32:04,Fix #1940: Bug in Quantity.__setitem__ when assigning slices,1
0dab3e8,2017-12-04 15:45:39,Merge pull request #1951 from andrrizzi/master,0
1bcd08d,2017-12-05 10:16:44,Documentation updates for 7.2,0
357d66d,2017-12-05 13:01:42,Merge pull request #1952 from peastman/docs,0
46f889d,2017-12-05 16:19:15,Improved documentation on how to set parameters,0
e197187,2017-12-06 09:51:16,Merge pull request #1954 from peastman/globalparam,0
baab6f4,2017-12-12 11:31:22,Avoid truncating PDB file if the IDs are too long,0
c0d7a45,2017-12-12 13:32:30,Merge pull request #1957 from peastman/pdb,0
ba0a045,2017-12-14 15:18:17,Updated CUDA version in prepare script,0
9e73f72,2017-12-15 10:33:16,Merge pull request #1958 from peastman/windows,0
914bf96,2018-01-08 10:02:09,Added link to openmm-forcefields in the manual,0
7164109,2018-01-08 13:40:42,Merge pull request #1967 from peastman/ff,0
75b8c17,2018-01-18 13:17:56,allow the user to skip parameter condensing,0
80528f3,2018-01-18 14:34:32,removed default call to condense altogether,0
30d4a4b,2018-01-19 11:19:31,Merge pull request #1974 from agrossfield/master,0
7f067d2,2018-01-30 10:05:58,Fixes to CHARMM36 force field,0
f481bd0,2018-01-30 11:00:37,Merge pull request #1977 from peastman/charmm,0
71e3bb7,2018-02-15 10:09:41,Fixed errors in LJ interactions with CHARMM36,1
1fc8000,2018-02-19 09:56:55,Fixes to impropers,0
89d08a9,2018-02-19 10:38:46,Merge pull request #1993 from peastman/7.2_branch,0
