hash,time,message,buggy
71b56ad,2015-06-17 12:50:03,Merge pull request #967 from jchodera/update-travis,0
4ae6874,2015-06-18 19:13:56,A large number of unit cleanups and fix numpy wart,0
83d092a,2015-06-19 09:49:14,Merge pull request #963 from peastman/clocktimebug,0
83255aa,2015-06-19 12:32:28,Add test for numpy units and update user's guide docs.,0
ba1af1e,2015-06-19 12:41:28,Delete now out-of-date docs as well as adding __array_priority__ to Quantity. This should be *lower* than that of Unit (and ScaledUnit/BaseUnit)  since we still want Units to take priority over Quantities (but Quantity to take precedence over regular ndarrays) for reasons like this:,0
742c13c,2015-06-19 12:45:53,Add Quantity multiplication to tests.,0
d05b707,2015-06-19 15:22:03,Don't run tests that are known to fail due to numpy bug for buggy versions of numpy.,0
0b4a107,2015-06-19 15:22:42,Merge pull request #972 from swails/unit,0
cb615fe,2015-06-21 15:45:55,Windows,0
58a6647,2015-06-21 20:55:57,Revert,0
9fcc318,2015-06-21 21:03:22,Search location for OpenCL SDK,0
dc8c70d,2015-06-22 11:44:10,Update FindOpenCL.cmake,0
0fba96e,2015-06-22 12:13:47,Merge pull request #982 from rmcgibbo/commit,0
1f9d09d,2015-06-22 12:16:23,Fixed compilation errors on Visual Studio 2013,1
96f0c0f,2015-06-22 12:53:38,Merge pull request #983 from peastman/algorithm,0
8e346de,2015-06-22 21:42:46,Fix Python 3 support in unit package.,0
10daac8,2015-06-23 08:18:49,Better fix.,0
00d20bd,2015-06-23 08:21:25,Use simpler string comparison (one that won't change from machine to machine due to precision),0
24f6585,2015-06-23 08:29:24,Remove superfluous import.,0
1f0e141,2015-06-23 10:14:51,Merge pull request #985 from swails/bool_unit,0
f8ea0d9,2015-06-23 13:55:03,Make it possible to disable building examples,0
38076a5,2015-06-23 15:43:11,Merge pull request #987 from rmcgibbo/examples,0
fa6025d,2015-06-25 17:04:25,Merge pull request #990 from jchodera/update-openmm-dev-recipe,0
4a49afa,2015-06-25 20:01:19,Removed devtools/conda-recipe  since we are now using omnia-md/openmm-dev to build conda dev packages.,0
e4cc0af,2015-06-26 12:16:10,Ensure Lepton headers get installed,0
5f5dafe,2015-06-26 13:39:05,Merge pull request #991 from peastman/headers,0
9a167d0,2015-06-26 14:20:22,Removed inappropriate error checks that forced all AMOEBA parameters to be in a single file,0
bca0195,2015-06-26 14:44:17,Merge pull request #993 from peastman/amoebaparams,0
b2e7d94,2015-06-29 15:16:01,Record plugin load failures,0
75e75aa,2015-06-29 15:50:26,loadPlugins in order,0
b67e50d,2015-06-29 15:52:43,Sort plugins by length of filename before loading,0
6cd01b2,2015-06-29 16:28:38,Wrappers,0
1a37f02,2015-06-29 16:50:26,Change function name,0
b1d6a0d,2015-06-30 11:22:13,Merge pull request #995 from rmcgibbo/loadFailures,0
b2d2412,2015-06-30 13:17:54,Build with Intel compilers,0
7d5647e,2015-06-30 13:46:26,propagate compiler variables to make PythonInstall,0
e06d55f,2015-06-30 16:19:28,Fixed bug in RPMD contractions,1
0095b6f,2015-06-30 17:09:58,Merge pull request #1000 from peastman/rpmdbug,0
7d659d7,2015-07-01 14:23:40,Fix MSVC2010 segfault,0
fa47ede,2015-07-01 14:39:44,Fixed an error under Python 2.6,1
a157b4d,2015-07-01 15:10:30,Merge pull request #1002 from peastman/py26,0
ca200ea,2015-07-01 15:11:08,Merge pull request #1001 from rmcgibbo/windows-bug,0
f5058fe,2015-07-01 15:58:46,Revert changes that propagate CMAKE compiler to python,0
42c7781,2015-07-01 17:09:57,Vec3 macro changes for CUDA,0
33f16de,2015-07-01 22:10:06,Moved install.sh out of harm's way into devtools/packaging and updated binary packaging scripts.,0
7195f68,2015-07-02 10:11:07,Merge pull request #999 from rmcgibbo/icc,0
7be6e8f,2015-07-02 11:53:51,Merge pull request #1005 from jchodera/master,0
720360c,2015-07-04 18:00:29,Swig cmake version check,0
071f2f8,2015-07-06 10:31:28,Merge pull request #1010 from rmcgibbo/swig-cmake,0
47f2af2,2015-07-06 11:30:01,Merge pull request #997 from rmcgibbo/sort-order,0
f515733,2015-07-06 11:58:26,Reverted an incorrect optimization,0
63bb38a,2015-07-06 13:15:00,Merge pull request #1015 from peastman/cpuneighbors,0
7f133cd,2015-07-06 15:24:00,NVRTC sadface,0
89d3d50,2015-07-06 16:41:40,Merge pull request #1017 from rmcgibbo/sadface-nvrtc,0
090e2ae,2015-07-07 10:24:14,Implement tests for the AVX wrappers  TestVectorize8,0
d9cfd73,2015-07-07 11:24:03,Fixed a change to AmoebaStretchBendForceProxy that broke compatibility with old files,0
5246ed6,2015-07-07 12:16:10,Merge pull request #1020 from peastman/stretchbend,0
85532a5,2015-07-07 15:42:27,CUDA allows different force groups to have different cutoffs,0
c1e692b,2015-07-07 16:20:12,CMake fatal,0
d29f6b5,2015-07-07 16:24:56,Remove comments,0
ab8d97b,2015-07-07 16:30:43,Created test case for force groups having different cutoffs,0
554512e,2015-07-07 17:05:30,Merge pull request #1022 from rmcgibbo/clang,0
1ebd88f,2015-07-07 17:07:39,Merge pull request #1019 from rmcgibbo/TestVectorize8,0
532f2bd,2015-07-07 22:25:02,Update some docstrings,0
04f68ba,2015-07-07 23:24:02,Prettify some of the docstrings,0
8f710fb,2015-07-07 23:30:08,typo,0
98514cb,2015-07-08 09:57:52,Added spherical harmonic  multipoles.,0
804cbb2,2015-07-08 10:47:44,Fix for python2?,0
065bc95,2015-07-08 10:52:53,Trivial refactoring and cleaning.,0
4f1eeb9,2015-07-08 23:46:43,Fixed small bug in PBC handling.,1
b0baa00,2015-07-09 00:03:53,Support modern swig  strip units on the C++ side of the swig wrappers.,0
f065df0,2015-07-09 12:39:34,OpenCL allows different force groups to have different cutoffs,0
9b41151,2015-07-09 12:41:22,Updated AMOEBA code to reflect changes to CudaNonbondedUtilities,0
019983f,2015-07-09 12:55:52,Omit internal directories from API docs,0
3d64a10,2015-07-09 13:29:03,Merge pull request #1029 from peastman/docsinternal,0
0f21cca,2015-07-09 14:45:06,Created API for flow control in CustomIntegrator,0
199feca,2015-07-10 15:33:52,Created CustomIntegratorUtilities,0
3be0bf1,2015-07-11 14:34:53,Changes for OpenMM 6.3beta2,0
21ded03,2015-07-12 09:28:38,Added PME spherical harmonic field calc.,0
a1edc08,2015-07-12 14:58:23,Update packaging preparation scripts to use latest miniconda.,0
44b96f0,2015-07-13 13:54:09,Reference implementation of flow control in CustomIntegrator,0
d3b4044,2015-07-13 14:01:11,Updated setup.py __version__ to 6.3,0
4543bca,2015-07-13 16:45:53,Added scripts for source packaging.,0
88fa754,2015-07-13 20:36:19,Changed source install manifest to allow us to pick from source distro or compiled (install/) output.,0
fbfb809,2015-07-14 13:18:58,Modified __version__ in setup.py to automatically pick up appropriate version numbers.,0
3cf4e73,2015-07-14 15:32:41,Fixed error in constructing CCMA matrix,1
bdd0267,2015-07-14 18:59:43,Merge pull request #1037 from peastman/ccma,0
48cb76a,2015-07-14 22:07:43,More spherical harmonics added.,0
23fa9d9,2015-07-16 12:45:15,Merge pull request #1033 from jchodera/openmm-63-beta2,0
59c809c,2015-07-16 13:08:01,Began overhaul of CUDA CustomIntegrator in preparation for supporting flow control,0
0360c77,2015-07-16 13:44:32,Lots of cleanup to CUDA CustomIntegrator,0
506908c,2015-07-16 15:30:51,CUDA CustomIntegrator supports if and while blocks,0
9ddded3,2015-07-17 15:53:48,OpenCL CustomIntegrator supports if and while blocks,0
c114f2f,2015-07-20 11:28:51,Bug fix: merging two per-DOF steps could prevent global values from being propagated to the GPU,1
92b0297,2015-07-22 11:21:24,Fixed d and p scale factors in direct space codes.,0
a37dbc9,2015-07-24 14:52:24,Merge pull request #1030 from peastman/groupcutoff,0
1ebe88b,2015-07-24 15:09:22,merge,0
3af6d38,2015-07-24 15:19:31,Workaround for a change in Sphinx 1.3 that broke the autonumber extension,0
2fb0dbf,2015-07-24 15:30:35,Merge pull request #1025 from rmcgibbo/docstring,0
363406d,2015-07-24 15:40:27,Merge pull request #1049 from peastman/sphinx,0
48c7701,2015-07-24 15:48:15,Added missing Windows imports,0
3fd5e2c,2015-07-24 15:59:31,Fixed potential compilation error in CUDA FFT,1
c095bb5,2015-07-24 16:02:26,Merge pull request #1050 from peastman/winimport,0
5b074f8,2015-07-24 16:02:45,Merge pull request #1048 from peastman/flowcontrol,0
bf7efca,2015-07-24 16:40:28,Merge pull request #1051 from peastman/ffterror,0
a707b2b,2015-07-27 13:43:19,Implemented cloning of objects by serialization,0
637de3d,2015-07-28 12:06:30,Merge pull request #1055 from peastman/clone,0
c744444,2015-07-29 14:56:31,Optimizations to custom integrator,0
6431f0a,2015-07-29 15:37:21,Merge pull request #1056 from peastman/perdof,0
ef62724,2015-07-29 15:43:29,Very minor optimizations,0
36589f7,2015-07-29 16:01:45,Merge pull request #1057 from peastman/optimize,0
b32e583,2015-07-29 16:19:20,Merge pull request #1059 from jchodera/add-jenkins-badges,0
9b345f2,2015-07-29 17:17:39,Merge pull request #1061 from jchodera/add-jenkins-badges,0
fbd23d2,2015-07-29 18:52:33,Added badges for Jenkins openmm-dev conda package builds.,0
13eed79,2015-07-29 19:38:46,Badging update.,0
d2a5482,2015-07-29 19:40:11,Minor tweak.,0
3b31a1f,2015-07-29 19:40:44,Moved badges to their own section.,0
297da7b,2015-07-29 23:32:09,Fix issue with test type casting.,0
a8e21c5,2015-07-30 10:15:55,Merge pull request #1062 from jchodera/fix-tests-2,0
ebe757d,2015-07-30 15:22:49,When calling addHydrogens() without a ForceField  improve positioning of hydrogens,0
ce19f85,2015-07-30 15:58:42,Merge pull request #1063 from peastman/hydrogens,0
d33b232,2015-08-03 13:05:17,Fixed segfault in AmoebaMultipoleForce,0
5cc2363,2015-08-03 13:38:15,Merge pull request #1068 from peastman/segfault,0
5fb992c,2015-08-03 13:58:27,Install SFMT headers,0
14c5e24,2015-08-03 14:17:08,Merge pull request #1069 from rmcgibbo/install-sfmt-headers,0
9d97add,2015-08-03 16:53:37,Added a more useful string representation of atoms  residues  and chains,0
53d64f0,2015-08-03 21:58:09,Use travis container infastructure,0
7dc0a15,2015-08-04 09:55:04,Merge pull request #1070 from peastman/repr,0
cdde495,2015-08-04 10:10:13,Update .travis.yml,0
7177e2a,2015-08-04 16:45:40,Fixed a memory leak in OpenCL platform on Nvidia GPUs,0
6152778,2015-08-04 17:06:37,Merge pull request #1073 from peastman/memleak,0
04db8c6,2015-08-04 17:12:09,Merge pull request #1071 from rmcgibbo/travis,0
6c5e9bd,2015-08-04 17:36:18,Remove unused CI stuff,0
a2c6e62,2015-08-04 22:48:01,Add a set of unit tests for unit handling in the core API.,0
6c82c11,2015-08-05 10:00:57,Merge pull request #1075 from rmcgibbo/travis-unused,0
a1a6112,2015-08-05 10:04:10,Merge pull request #1031 from rmcgibbo/units2,0
e4022a5,2015-08-06 14:43:31,Minor improvements to loading PDBx files,0
0f61185,2015-08-06 15:08:30,Merge pull request #1077 from peastman/pdbx,0
a5415e2,2015-08-07 13:15:30,Fixed errors executing force field scripts on Python 3,1
300566f,2015-08-07 14:21:03,Merge pull request #1080 from peastman/exec,0
22fc6e8,2015-08-07 23:16:58,Add ability to write PDBx/mmCIF files and add a PDBxReporter class to do so.,0
8c91abb,2015-08-08 09:53:46,Fix up PDBxFile writing and the reporter.  It now works in my tests.,0
16fdf4a,2015-08-08 16:29:45,Add test cases for PDBxReporter,0
cb599d6,2015-08-10 10:55:22,Ensure neighbor list is large enough on first step,0
4c00b31,2015-08-10 11:47:59,Merge pull request #1081 from swails/pdbx,0
4db8f48,2015-08-10 13:44:50,Use computeLengthsAndAngles. Also switch to using print_function in pdbfile.py (part of the long-term plan of supporting Python 2 and 3 in the same code base without 2to3),0
a6eccd9,2015-08-10 14:02:19,Fix unit cell writing in PDBx/mmCIF files.,0
c885f3d,2015-08-10 14:05:49,Get rid of superfluous method.,0
f2301d3,2015-08-10 16:44:50,Add test for CMAPTorsionForce,0
b7088b7,2015-08-10 17:09:29,Python 2/3 compatibility in single code base  plus python 3 testing on travis.,0
28fe68e,2015-08-10 17:09:29,Attempt at fixing a race condition in CPU PME,0
63e2123,2015-08-11 15:28:53,CPU PME plugin uses ThreadPool instead of implementing its own parallelization,0
ff0cdce,2015-08-11 16:30:59,Merge pull request #1082 from peastman/threads,0
8c69c0d,2015-08-12 13:20:46,Add appveyor.yml,0
e8b6c91,2015-08-12 14:46:50,Rerun failing tests,0
c289126,2015-08-12 15:20:14,Merge pull request #1085 from rmcgibbo/appveyor2,0
408cfe6,2015-08-12 15:31:48,Fix two tests for python3,0
920d3d4,2015-08-12 15:36:19,Update TestPdbFile.py,0
7509c2b,2015-08-12 16:02:16,Show fewer warnings on Visual Studio,0
a3476d2,2015-08-12 16:16:46,Merge pull request #1086 from rmcgibbo/py3,0
7ee7de1,2015-08-12 16:16:56,Merge pull request #1087 from peastman/warn,0
23143e8,2015-08-12 17:19:56,Eliminate extra warning about overriding the warning level,0
2c0a6d7,2015-08-12 17:19:56,Eliminate extra warning about overriding the warning level,0
0ea62d4,2015-08-12 17:21:27,Clean up,0
5e733a3,2015-08-12 17:42:13,Close file before deleting in TestAmberPrmtopFile.py,0
df071ec,2015-08-12 17:46:42,Close PDBx file before deleting to fix windows test failure in TestPDbxFile.py,0
8ae2eba,2015-08-12 17:47:51,Fix OpenCL platform on low-end devices,0
dbfc302,2015-08-12 17:53:06,Fix test checkpoint reporter close file before repoening,0
aa63d23,2015-08-12 18:15:06,Add bytes typemap,0
14bd362,2015-08-12 19:41:02,Merge pull request #1090 from rmcgibbo/cmake-windows,0
8a76277,2015-08-12 19:43:41,Merge pull request #1091 from rmcgibbo/osx-opencl,0
4b46bee,2015-08-12 19:46:00,Merge pull request #1092 from rmcgibbo/windows-tests,0
3924b16,2015-08-12 19:50:05,Merge pull request #1093 from rmcgibbo/add-typemap,0
e05f0ea,2015-08-13 09:09:15,Merge pull request #1094 from rmcgibbo/rmcgibbo-patch-2,0
149faae,2015-08-13 12:37:46,Merge pull request #1096 from peastman/rebuildlist,0
5fb0a74,2015-08-14 10:49:11,No jom,0
2be8bb4,2015-08-14 10:50:21,Maybe faster appveyor,0
e5e61dd,2015-08-14 11:30:15,Disable optimization,0
009e940,2015-08-14 11:46:36,Update appveyor.yml,0
bfc3405,2015-08-14 14:10:45,Merge branch 'spherical_harmonics' of https://github.com/andysim/openmm into multipoles,0
3b4dca2,2015-08-14 14:30:35,Removed obsolete reference multipole code,0
fa21870,2015-08-17 12:08:22,Began CUDA implementation of spherical harmonics for multipoles,0
0a751b5,2015-08-18 10:54:45,Updating scripts to support nucleic acids with AMOEBA,0
e63bc99,2015-08-18 11:00:37,Merge pull request #1098 from rmcgibbo/appveyor-faster,0
72ab886,2015-08-19 14:22:40,Continuing CUDA implementation of spherical harmonics for multipoles,0
ce348cd,2015-08-19 14:34:46,Removed some double precision constants,0
6b018e5,2015-08-19 16:10:30,Cleanup and minor optimizations to spherical harmonics code,0
1342158,2015-08-20 14:23:46,Fixed an unnecessary exception in SETTLE code,0
9103d17,2015-08-20 14:41:14,Merge pull request #1100 from peastman/settle,0
39e640c,2015-08-20 15:22:19,Swapped incorrect labels for dScale and pScale,0
474f600,2015-08-20 15:24:14,CUDA implementation of spherical harmonics w/o PME,0
5c090de,2015-08-20 16:14:11,Simplification and cleanup to spherical harmonics code,0
4de0fc0,2015-08-21 11:04:45,Switched back to cartesian multipoles everywhere that they're faster than spherical ones,0
9da84a7,2015-08-21 11:53:32,Merge pull request #1101 from peastman/multipoles,0
b591d01,2015-08-21 16:57:53,Optimizations to AMOEBA PME,0
2031d4e,2015-08-24 12:56:39,Added some missing %newobject tags in SWIG configuration,0
0f86d9d,2015-08-24 13:18:33,Fixed performance regression on Kepler,0
2daea13,2015-08-24 13:26:39,Merge pull request #1103 from peastman/newobject,0
2de02ad,2015-08-24 13:38:11,Merge pull request #1104 from peastman/amoebapmeopt,0
6e8f68a,2015-08-24 13:38:13,Fixed an overly sensitive test case,0
5866a98,2015-08-24 14:11:52,Merge pull request #1105 from peastman/drudetest,0
fff798a,2015-08-26 10:39:44,Merge pull request #1110 from jchodera/remove-index,0
a38da1f,2015-08-26 12:35:54,Turn off HTML index generation in Sphinx.,0
b2899ac,2015-08-26 13:20:12,Turn off HTML index generation for developer guide.,0
83d0e5e,2015-08-27 16:28:29,Merge branch 'master' into wip-single-23-codebase,0
b954757,2015-08-31 11:41:19,Silence OSX CMake RPATH warning,0
f160353,2015-08-31 11:45:41,Created API for CustomCentroidBondForce,0
043377f,2015-08-31 13:55:38,Merge pull request #1116 from rmcgibbo/OpenCL-CPU,0
69a3f67,2015-08-31 17:03:17,Merge pull request #1115 from rmcgibbo/policy,0
e98997f,2015-08-31 20:11:50,Fix OpenCL on CPU,0
fbf13b1,2015-09-01 11:21:02,More typechecks,0
d04154b,2015-09-01 12:14:26,Add API tests for all of the Custom*Forces.,0
56d9519,2015-09-01 13:28:37,Created reference implementation of CustomCentroidBondForce,0
b665dfc,2015-09-01 14:05:02,Merge pull request #1083 from rmcgibbo/wip-single-23-codebase,0
4d823b0,2015-09-02 12:06:55,Began CUDA version of CustomCentroidBondForce,0
5d9fc98,2015-09-02 15:01:48,Finished CUDA version of CustomCentroidBondForce,0
7893f59,2015-09-02 16:11:22,Created OpenCL version of CustomCentroidBondForce,0
03a0e9d,2015-09-02 16:49:41,Added documentation for CustomCentroidBondForce,0
ca80521,2015-09-02 16:53:16,Added CustomCentroidBondForce to OpenMM.h,0
cef5804,2015-09-03 10:18:25,Merge pull request #1119 from peastman/centroid,0
4c6d48b,2015-09-03 11:54:33,Added NonbondedForce::getPMEParametersInContext(),0
0f5f533,2015-09-03 11:56:00,One file that got missed in the last commit,0
b20fe9a,2015-09-03 13:46:02,Added AmoebaMultipoleForce::getPMEParametersInContext(),0
457d7bd,2015-09-03 14:50:07,Merge pull request #1120 from peastman/pmeparams,0
1c3e2d6,2015-09-03 15:01:48,Fixed compilation error with gcc,1
a440d0c,2015-09-03 15:32:30,Merge pull request #1121 from peastman/gcc,0
19991c7,2015-09-03 16:08:50,Added openmmVersion attribute to serialized XML files,0
4d83ca8,2015-09-03 16:29:45,Merge pull request #1122 from peastman/xmlversion,0
4cf722a,2015-09-04 13:58:59,Improved placement of license information in manuals,0
8dece9f,2015-09-04 14:15:50,Merge pull request #1124 from peastman/license,0
d5f5193,2015-09-04 14:41:23,Throw an exception if an illegal device or platform index is specified,0
7347787,2015-09-04 15:11:43,Merge pull request #1125 from peastman/deviceindex,0
4a3f174,2015-09-09 10:26:22,Fixed various bugs in CustomCentroidBondForce,1
12e8a36,2015-09-09 11:09:41,Merge pull request #1127 from peastman/centroidbugs,0
ec9cbc4,2015-09-09 11:48:46,Reenabled cuFFT on CUDA 7.5 or later,0
9a3877b,2015-09-09 12:16:44,Merge pull request #1128 from peastman/cufft,0
916f273,2015-09-10 12:00:44,Use MTSIntegrator for AMOEBA benchmarks,0
119944a,2015-09-10 13:17:36,Merge pull request #1129 from peastman/amoebamts,0
3fa8806,2015-09-10 14:54:51,Created OPENMM_DEFAULT_PLATFORM environment variable,0
be1aaff,2015-09-10 15:21:49,Merge pull request #1130 from peastman/platformenv,0
9a7d1e0,2015-09-10 16:46:44,Workaround for bug in CUDA 7.5,0
8a76aa7,2015-09-10 17:10:13,Merge pull request #1131 from peastman/cudabug,0
c400a83,2015-09-11 11:09:14,Minor optimization on AMD GPUs,0
b9b2b7a,2015-09-11 11:33:47,Merge pull request #1132 from peastman/tileorder,0
992487c,2015-09-11 15:52:54,Merge pull request #1133 from rafwiewiora/amberffconv,0
e060e7c,2015-09-11 18:34:31,modify processAmberForceField.py to resolve the sigma = 0 problems,0
69fd88d,2015-09-15 16:04:05,Merge pull request #1135 from rmcgibbo/typemaps2,0
9e800ce,2015-09-17 15:00:39,Add units to the returned bond cubic and quartic terms and add tests for AmoebaBondForce.,0
1dfa0e5,2015-09-17 15:09:06,Reference implementation of hard wall constraint for DrudeLangevinIntegrator,0
6281f23,2015-09-17 15:53:17,Add a test for AmoebaAngleForce. There's a problem here  though  since the input angles are in degrees (unlike *every* other angle force out there)  and stripUnits automatically reduces all angles to radians if they come in with units.,0
39a871d,2015-09-17 16:02:31,getAngleParameters always *returns* degrees...,0
792b89e,2015-09-17 16:27:26,Make return units for AmoebaGeneralizedKirkwoodForce consistent with what the docstring says it should be (kJ/nm^2) -- the swig input generator had the inverse.,0
7515189,2015-09-17 16:49:39,Add tests for AmoebaInPlaneAngleForce and add return units to the Taylor expansion coefficients.,0
cceb317,2015-09-18 10:43:05,Reference implementation of periodicdistance() function for CustomExternalForce,0
48437a2,2015-09-18 11:34:02,Fix windows issue.,0
0b77ab9,2015-09-18 11:56:25,Began CUDA implementation of periodicdistance() function for CustomExternalForce,0
91a8cc4,2015-09-18 12:26:54,Finished CUDA implementation of periodicdistance(),0
eaef52d,2015-09-18 13:17:25,Created OpenCL implementation of periodicdistance(),0
4c69647,2015-09-18 13:35:35,Merge pull request #1137 from peastman/periodic,0
1644cc4,2015-09-18 15:25:43,Try to add tests for AmoebaOutOfPlaneBendForce.  The units added to the cubic/quartic/pentic/etc. terms are NOT working for some reason.,0
df20dca,2015-09-18 16:13:53,Get the out of plane bend taylor coefficient units sorted out.,0
ed3e8a1,2015-09-18 16:45:48,Correct the returned units for StretchBendForce and add unit tests for it.,0
f7e4653,2015-09-18 17:06:53,Add a test for AmoebaTorsionTorsionForce that fails because stripUnits doesn't work for the input variable type.,0
0c45371,2015-09-19 12:54:54,Add typemaps,0
2dee12e,2015-09-19 19:47:55,Merge pull request #1138 from rmcgibbo/typemap-vecvec,0
9e1145a,2015-09-21 11:29:32,Fixed CustomExternalForce::usesPeriodicBoundaryConditions(),0
a2d5b98,2015-09-21 11:44:13,Merge pull request #1139 from peastman/periodic,0
a5a52dd,2015-09-21 12:02:18,Began refactoring of tests to eliminate duplicated code,0
a47300e,2015-09-21 16:24:44,Changes to generating nonbonded kernels,0
ccd811d,2015-09-22 12:38:44,Continuing to refactor tests,0
4ed151e,2015-09-22 15:16:45,Continuing to refactor tests,0
029302d,2015-09-22 17:30:41,Added hooks for the Optimized Perturbation Theory Reference impl.,0
2f553a6,2015-09-23 11:37:06,Continuing to refactor tests,0
34c787b,2015-09-23 12:55:18,Added code to compute OPT dipoles  and coded up gradients for non-PME case.,0
b11af40,2015-09-23 13:24:26,Merge pull request #1140 from peastman/energy,0
8b5d3dc,2015-09-23 13:28:56,Finished refactoring test cases,0
cece0cd,2015-09-23 13:46:43,Fixed a failing test case,0
5e1a87f,2015-09-23 14:12:58,Merge pull request #1142 from peastman/tests,0
213fbc0,2015-09-23 16:42:22,Added error checking for illegal variable names,0
11d2d8a,2015-09-23 16:53:55,Merge pull request #1143 from peastman/variables,0
97f5e61,2015-09-23 16:57:50,Fixed compilation error on Windows,1
260d120,2015-09-23 17:15:31,Merge pull request #1144 from peastman/pi,0
1d5c741,2015-09-24 10:30:12,Added default values for some arguments,0
289a30c,2015-09-24 10:45:03,Merge pull request #1146 from peastman/params,0
60d3ef2,2015-09-24 10:55:58,Updated version number to 7.0,0
1f58fde,2015-09-24 11:21:28,Merge pull request #1147 from peastman/version,0
f1245c4,2015-09-24 13:04:10,OPT forces for PME implemented.,0
02825c4,2015-09-24 16:52:37,Optimizations to CPU platform,0
10ceb96,2015-09-24 17:02:49,Fixed compilation error on Windows,1
ec79997,2015-09-24 18:25:59,Merge pull request #1150 from peastman/cpuopt,0
a354c75,2015-09-25 11:12:27,Small fix for the OPT PME code  to make sure forces are correct when uind and uinp differ.,0
e6dbc86,2015-09-25 11:20:21,BUGFIX: Fixed PME energies for the QI code.,0
6bde69d,2015-09-25 12:01:45,Merge branch 'master' of github.com:pandegroup/openmm into genpt,0
15e2ba8,2015-09-25 14:15:25,Further optimizations to CPU platform,0
3d04b72,2015-09-25 14:26:23,Minor tweaks for SWIG wrapper generation.,0
dc47487,2015-09-25 14:39:01,Merge pull request #1152 from peastman/cpuopt,0
3cf23d2,2015-09-25 15:21:38,Small fix to rec space OPT  to fix out-of-bounds read.,0
7fbb9c8,2015-09-25 15:27:44,SWIG 3.0.5 has expanded args too,0
4094773,2015-09-28 11:21:24,Further optimizations to CPU platform,0
e91bbfd,2015-09-28 11:42:02,Merge pull request #1156 from peastman/cpuopt,0
c461ff1,2015-09-28 16:11:20,Fixed a failing test case under Visual Studio,0
9b24045,2015-09-28 16:43:34,Merge pull request #1158 from peastman/wincpu,0
3e42a37,2015-09-28 22:07:23,- Update/finish Torsion-Torsion test - Remove API change for AmoebaAngleForce so it goes back to only taking degrees.   Handle conversion via a pythonprepend (since stripUnits is done in C++ now). - Do the same thing for TorsionTorsionForce  since angles are in degrees again - Add AmoebaVdwForce and AmoebaWcaForce tests,0
ad98f76,2015-09-28 23:21:39,Add units to AmoebaMultipoleForce.getMultipoleParameters (check that these are right).  Add a test for AmoebaMultipoleForce.,0
7d0d0f4,2015-09-28 23:45:15,Add tests for VerletIntegrator  VariableVerletIntegrator  LangevinIntegrator  and VariableLangevinIntegrator,0
c140553,2015-09-29 00:08:15,Add tests for BrownianIntegrator  AndersenThermostat  DrudeSCFIntegrator  and DrudeLangevinIntegrator.,0
8f1a60d,2015-09-29 00:28:10,Add units to getters for DrudeForce and add a test case for it.,0
e585fb6,2015-09-29 00:31:45,Add a simple test for CustomIntegrator.,0
82a8274,2015-09-29 09:08:44,Merge pull request #1076 from swails/tests,0
29137fd,2015-09-30 11:02:35,Don't try to build tests if BUILD_TESTING is off,0
55e7b29,2015-09-30 11:36:30,Merge pull request #1162 from peastman/tests,0
9570ab9,2015-09-30 12:00:04,Fix very irritating behavior on some Mac systems.,0
eb1293f,2015-09-30 12:47:59,Merge pull request #1161 from swails/compiler,0
