File,index,AvgCyclomatic,AvgCyclomaticModified,AvgEssential,AvgLine,AvgLineBlank,AvgLineCode,AvgLineComment,CountDeclExecutableUnit,CountDeclModule,CountDeclProgunit,CountDeclSubprogram,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxEssential,MaxNesting,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumEssential,fastread_bugs,keyword_bugs,human_bugs
eph.F90,14,3.0,3.0,0.0,49.0,7.0,31.0,11.0,7.0,0.0,1.0,1.0,421.0,53.0,224.0,91.0,134.0,150.0,207.0,73.0,134.0,24.0,24.0,1.0,3.0,0.67,24.0,24.0,1.0,152,130.0,133
prtxfase.F90,15,13.0,13.0,1.0,173.0,31.0,93.0,51.0,3.0,0.0,1.0,3.0,495.0,76.0,235.0,43.0,191.0,188.0,179.0,43.0,136.0,29.0,29.0,1.0,2.0,0.8,39.0,39.0,3.0,53,48.0,42
invars1.F90,16,69.0,69.0,2.0,437.0,71.0,308.0,60.0,2.0,0.0,1.0,1.0,949.0,145.0,619.0,98.0,520.0,193.0,568.0,39.0,529.0,139.0,139.0,5.0,5.0,0.31,139.0,139.0,5.0,123,105.0,96
pimd_nosehoover_nvt.F90,17,12.0,12.0,1.0,245.0,37.0,153.0,63.0,1.0,0.0,1.0,1.0,315.0,42.0,155.0,59.0,95.0,128.0,121.0,27.0,94.0,12.0,12.0,1.0,2.0,0.83,12.0,12.0,1.0,49,47.0,39
rhotov.F90,18,23.0,23.0,0.0,186.0,24.0,132.0,31.0,2.0,0.0,1.0,1.0,478.0,52.0,267.0,68.0,198.0,164.0,225.0,51.0,174.0,47.0,47.0,1.0,5.0,0.61,47.0,47.0,1.0,130,117.0,111
radsintr.F90,19,13.0,13.0,1.0,148.0,34.0,68.0,49.0,1.0,0.0,1.0,1.0,194.0,37.0,70.0,21.0,48.0,92.0,68.0,14.0,54.0,13.0,13.0,1.0,3.0,1.31,13.0,13.0,1.0,35,19.0,30
mag_constr.F90,20,6.0,6.0,3.0,76.0,12.0,45.0,20.0,3.0,0.0,1.0,1.0,282.0,42.0,138.0,43.0,94.0,110.0,131.0,40.0,91.0,19.0,19.0,9.0,7.0,0.8,19.0,19.0,9.0,68,66.0,56
defs_xc.F90,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,350.0,18.0,111.0,110.0,0.0,237.0,101.0,101.0,0.0,0.0,0.0,0.0,0.0,2.14,0.0,0.0,0.0,4,3.0,4
ptg_D2.F90,22,2.0,2.0,1.0,88.0,9.0,67.0,12.0,1.0,0.0,1.0,1.0,128.0,13.0,69.0,20.0,48.0,48.0,60.0,11.0,49.0,2.0,2.0,1.0,1.0,0.7,2.0,2.0,1.0,36,26.0,30
conducti_paw_core.F90,23,22.0,22.0,1.0,266.0,38.0,188.0,45.0,1.0,0.0,1.0,1.0,329.0,41.0,190.0,68.0,121.0,105.0,155.0,35.0,120.0,22.0,22.0,1.0,6.0,0.55,22.0,22.0,1.0,48,38.0,38
pawmknhat_psipsi.F90,24,66.0,66.0,1.0,386.0,40.0,313.0,50.0,1.0,0.0,1.0,1.0,454.0,43.0,315.0,72.0,242.0,115.0,297.0,45.0,252.0,66.0,66.0,1.0,8.0,0.37,66.0,66.0,1.0,62,59.0,49
ddb_io_out.F90,25,31.0,31.0,1.0,262.0,16.0,188.0,58.0,1.0,0.0,1.0,1.0,349.0,19.0,190.0,32.0,157.0,142.0,169.0,23.0,146.0,31.0,31.0,1.0,3.0,0.75,31.0,31.0,1.0,76,65.0,67
wfd_pawrhoij.F90,26,16.0,16.0,1.0,141.0,23.0,89.0,32.0,1.0,0.0,1.0,1.0,194.0,26.0,91.0,36.0,54.0,82.0,88.0,30.0,58.0,16.0,16.0,1.0,4.0,0.9,16.0,16.0,1.0,38,28.0,31
dfpt_sydy.F90,27,28.0,28.0,1.0,120.0,12.0,92.0,16.0,1.0,0.0,1.0,1.0,202.0,17.0,94.0,14.0,79.0,93.0,93.0,13.0,80.0,28.0,28.0,1.0,10.0,0.99,28.0,28.0,1.0,37,27.0,32
symdet.F90,28,3.0,3.0,1.0,42.0,8.0,23.0,11.0,1.0,0.0,1.0,1.0,81.0,12.0,25.0,14.0,10.0,46.0,19.0,12.0,7.0,3.0,3.0,1.0,2.0,1.84,3.0,3.0,1.0,37,27.0,30
exc_plot.F90,29,32.0,32.0,1.0,353.0,41.0,248.0,78.0,1.0,0.0,1.0,1.0,404.0,44.0,250.0,98.0,151.0,126.0,214.0,59.0,155.0,32.0,32.0,1.0,4.0,0.5,32.0,32.0,1.0,39,32.0,32
berryphase.F90,30,62.0,62.0,22.0,647.0,105.0,425.0,135.0,1.0,0.0,1.0,1.0,776.0,108.0,427.0,81.0,345.0,261.0,335.0,39.0,296.0,62.0,62.0,22.0,10.0,0.61,62.0,62.0,22.0,45,37.0,36
m_ptgroups.F90,31,8.0,6.0,2.0,55.0,10.0,32.0,12.0,15.0,1.0,1.0,15.0,1253.0,219.0,524.0,195.0,328.0,524.0,492.0,152.0,340.0,35.0,27.0,19.0,5.0,1.0,129.0,98.0,39.0,37,27.0,30
kptfine_av.F90,32,19.0,19.0,1.0,137.0,18.0,95.0,24.0,1.0,0.0,1.0,1.0,183.0,21.0,97.0,30.0,66.0,67.0,82.0,22.0,60.0,19.0,19.0,1.0,7.0,0.69,19.0,19.0,1.0,41,34.0,34
mkcore_paw.F90,33,10.0,10.0,2.0,98.0,15.0,63.0,23.0,4.0,0.0,1.0,1.0,433.0,65.0,254.0,70.0,183.0,129.0,230.0,52.0,178.0,41.0,41.0,8.0,10.0,0.51,41.0,41.0,8.0,66,62.0,54
mlwfovlp_pw.F90,34,39.0,39.0,8.0,320.0,27.0,198.0,109.0,1.0,0.0,1.0,1.0,379.0,31.0,200.0,46.0,153.0,164.0,179.0,28.0,151.0,39.0,39.0,8.0,11.0,0.82,39.0,39.0,8.0,38,28.0,30
ujdet.F90,35,31.0,31.0,1.0,314.0,66.0,193.0,57.0,1.0,0.0,1.0,1.0,350.0,70.0,195.0,50.0,137.0,89.0,189.0,33.0,156.0,31.0,31.0,1.0,2.0,0.46,31.0,31.0,1.0,54,49.0,42
outddbnc.F90,36,1.0,1.0,1.0,99.0,16.0,61.0,22.0,2.0,0.0,1.0,2.0,236.0,33.0,120.0,39.0,1.0,85.0,38.0,37.0,1.0,1.0,1.0,1.0,0.0,0.71,2.0,2.0,2.0,77,67.0,66
get_dos_1band_m.F90,37,4.0,4.0,1.0,56.0,11.0,30.0,15.0,1.0,0.0,1.0,1.0,100.0,15.0,32.0,16.0,15.0,55.0,26.0,13.0,13.0,4.0,4.0,1.0,3.0,1.72,4.0,4.0,1.0,5,5.0,5
xmpi_sum.finc,38,1.0,1.0,1.0,45.0,10.0,20.0,15.0,36.0,0.0,36.0,36.0,2508.0,436.0,751.0,225.0,43.0,1324.0,268.0,225.0,43.0,1.0,1.0,1.0,0.0,1.76,36.0,36.0,36.0,0,0.0,0
nderiv.F90,39,4.0,4.0,1.0,76.0,12.0,42.0,23.0,1.0,0.0,1.0,1.0,116.0,16.0,44.0,11.0,32.0,59.0,44.0,10.0,34.0,4.0,4.0,1.0,2.0,1.34,4.0,4.0,1.0,6,6.0,6
matr3inv.F90,40,2.0,2.0,1.0,52.0,10.0,31.0,11.0,1.0,0.0,1.0,1.0,98.0,14.0,33.0,11.0,21.0,53.0,27.0,9.0,18.0,2.0,2.0,1.0,1.0,1.61,2.0,2.0,1.0,70,56.0,60
symchk.F90,41,5.0,5.0,4.0,86.0,13.0,51.0,22.0,1.0,0.0,1.0,1.0,137.0,17.0,53.0,15.0,37.0,69.0,52.0,14.0,38.0,5.0,5.0,4.0,3.0,1.3,5.0,5.0,4.0,54,49.0,44
pawgrnl.F90,42,74.0,74.0,1.0,361.0,22.0,309.0,37.0,4.0,0.0,1.0,1.0,1539.0,94.0,1238.0,167.0,1070.0,241.0,1123.0,71.0,1052.0,299.0,299.0,4.0,12.0,0.19,299.0,299.0,4.0,65,56.0,52
dfpt_nstwf.F90,43,24.0,24.0,1.0,222.0,30.0,144.0,52.0,2.0,0.0,1.0,1.0,527.0,64.0,291.0,92.0,191.0,185.0,239.0,51.0,188.0,48.0,48.0,3.0,8.0,0.64,48.0,48.0,3.0,78,66.0,69
ccfft.F90,44,7.0,7.0,1.0,78.0,17.0,42.0,20.0,1.0,0.0,1.0,1.0,156.0,21.0,44.0,20.0,23.0,94.0,38.0,16.0,22.0,7.0,7.0,1.0,2.0,2.14,7.0,7.0,1.0,26,15.0,23
complete_gkq.F90,45,31.0,31.0,9.0,230.0,43.0,137.0,55.0,1.0,0.0,1.0,1.0,270.0,46.0,139.0,32.0,106.0,92.0,129.0,25.0,104.0,31.0,31.0,9.0,8.0,0.66,31.0,31.0,9.0,41,34.0,34
symsghexa.F90,46,25.0,10.0,0.0,158.0,17.0,112.0,50.0,2.0,0.0,1.0,1.0,366.0,40.0,226.0,19.0,206.0,144.0,278.0,17.0,261.0,51.0,21.0,1.0,4.0,0.64,51.0,21.0,1.0,44,35.0,34
fconv.F90,47,31.0,31.0,1.0,112.0,14.0,83.0,16.0,1.0,0.0,1.0,1.0,179.0,18.0,85.0,18.0,66.0,79.0,88.0,17.0,71.0,31.0,31.0,1.0,4.0,0.93,31.0,31.0,1.0,34,26.0,26
m_oper.F90,48,10.0,10.0,1.0,73.0,8.0,48.0,19.0,11.0,1.0,1.0,11.0,1166.0,142.0,573.0,224.0,348.0,496.0,510.0,180.0,330.0,19.0,19.0,1.0,12.0,0.87,113.0,113.0,11.0,29,18.0,26
first_rec.F90,49,1.0,1.0,0.0,111.0,16.0,73.0,24.0,2.0,0.0,1.0,1.0,281.0,37.0,150.0,25.0,25.0,103.0,47.0,22.0,25.0,2.0,2.0,1.0,1.0,0.69,2.0,2.0,1.0,42,35.0,34
test_radsintr.F90,50,7.0,7.0,1.0,77.0,17.0,47.0,13.0,1.0,0.0,1.0,1.0,117.0,20.0,49.0,21.0,27.0,50.0,37.0,10.0,27.0,7.0,7.0,1.0,1.0,1.02,7.0,7.0,1.0,25,14.0,22
chkinp.F90,51,219.0,219.0,5.0,1607.0,149.0,1198.0,287.0,2.0,0.0,1.0,1.0,3264.0,301.0,2398.0,174.0,2207.0,620.0,2034.0,39.0,1995.0,439.0,439.0,11.0,7.0,0.26,439.0,439.0,11.0,213,176.0,187
setsymrhoij.F90,52,19.0,19.0,1.0,136.0,18.0,102.0,18.0,1.0,0.0,1.0,1.0,201.0,21.0,104.0,20.0,83.0,80.0,74.0,17.0,57.0,19.0,19.0,1.0,5.0,0.77,19.0,19.0,1.0,37,28.0,31
ptg_D2d.F90,53,2.0,2.0,1.0,124.0,10.0,102.0,12.0,1.0,0.0,1.0,1.0,164.0,14.0,104.0,21.0,82.0,48.0,94.0,11.0,83.0,2.0,2.0,1.0,1.0,0.46,2.0,2.0,1.0,36,26.0,30
testkgrid.F90,54,45.0,45.0,4.0,333.0,31.0,240.0,64.0,2.0,0.0,1.0,1.0,726.0,65.0,483.0,42.0,440.0,185.0,467.0,33.0,434.0,91.0,91.0,9.0,6.0,0.38,91.0,91.0,9.0,45,38.0,35
indirect_parallel_Fourier.F90,55,9.0,9.0,1.0,137.0,15.0,86.0,39.0,1.0,0.0,1.0,1.0,193.0,18.0,88.0,36.0,39.0,92.0,78.0,23.0,55.0,9.0,9.0,1.0,2.0,1.05,9.0,9.0,1.0,43,32.0,36
hartrestr.F90,56,4.0,4.0,0.0,52.0,7.0,36.0,9.0,3.0,0.0,1.0,1.0,221.0,27.0,111.0,35.0,75.0,88.0,98.0,27.0,71.0,13.0,13.0,1.0,6.0,0.79,13.0,13.0,1.0,64,54.0,51
chkpawovlp.F90,57,9.0,9.0,1.0,103.0,21.0,63.0,21.0,2.0,0.0,1.0,2.0,234.0,41.0,122.0,28.0,93.0,80.0,98.0,24.0,74.0,17.0,17.0,1.0,0.0,0.66,18.0,18.0,2.0,49,33.0,46
m_results_respfn.F90,58,5.0,5.0,3.0,42.0,7.0,21.0,14.0,2.0,1.0,1.0,2.0,211.0,37.0,59.0,31.0,27.0,119.0,49.0,27.0,22.0,8.0,8.0,5.0,4.0,2.02,11.0,11.0,6.0,37,27.0,30
proc_distrb_cycle.F90,59,3.0,3.0,1.0,29.0,6.0,15.0,8.0,1.0,0.0,1.0,1.0,60.0,9.0,17.0,8.0,8.0,36.0,15.0,7.0,8.0,3.0,3.0,1.0,2.0,2.12,3.0,3.0,1.0,36,26.0,31
numeric.F90,60,5.0,5.0,1.0,59.0,5.0,36.0,20.0,4.0,0.0,4.0,4.0,250.0,31.0,147.0,35.0,111.0,84.0,143.0,32.0,111.0,7.0,7.0,4.0,3.0,0.57,21.0,21.0,7.0,20,22.0,14
scalewf_nonlop.F90,61,10.0,10.0,1.0,82.0,15.0,45.0,23.0,1.0,0.0,1.0,1.0,132.0,19.0,47.0,17.0,29.0,69.0,41.0,13.0,28.0,10.0,10.0,1.0,4.0,1.47,10.0,10.0,1.0,46,35.0,39
m_clib.F90,62,1.0,1.0,1.0,25.0,6.0,10.0,8.0,4.0,1.0,1.0,5.0,400.0,55.0,67.0,46.0,20.0,282.0,66.0,45.0,21.0,2.0,2.0,1.0,1.0,4.21,5.0,5.0,4.0,25,14.0,22
defs_datatypes.F90,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,637.0,139.0,139.0,138.0,0.0,393.0,137.0,137.0,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,74,67.0,64
cont13.F90,64,1.0,1.0,1.0,61.0,13.0,31.0,17.0,1.0,0.0,1.0,1.0,110.0,17.0,33.0,8.0,24.0,62.0,13.0,7.0,6.0,1.0,1.0,1.0,0.0,1.88,1.0,1.0,1.0,39,29.0,31
spectral_function.F90,65,4.0,4.0,0.0,58.0,9.0,32.0,17.0,2.0,0.0,1.0,1.0,162.0,21.0,67.0,34.0,32.0,77.0,60.0,30.0,30.0,8.0,8.0,1.0,1.0,1.15,8.0,8.0,1.0,25,14.0,22
random_stopping_power.F90,66,19.0,19.0,3.0,211.0,35.0,134.0,50.0,1.0,0.0,1.0,1.0,250.0,38.0,136.0,52.0,83.0,86.0,123.0,41.0,82.0,19.0,19.0,3.0,4.0,0.63,19.0,19.0,3.0,38,28.0,31
eigen_meandege.F90,67,12.0,12.0,1.0,87.0,14.0,54.0,19.0,1.0,0.0,1.0,1.0,132.0,19.0,56.0,16.0,39.0,59.0,53.0,14.0,39.0,12.0,12.0,1.0,5.0,1.05,12.0,12.0,1.0,25,14.0,22
symlist_fcc.F90,68,21.0,18.0,1.0,91.0,23.0,49.0,19.0,1.0,0.0,1.0,1.0,137.0,27.0,51.0,10.0,40.0,61.0,65.0,9.0,56.0,21.0,18.0,1.0,2.0,1.2,21.0,18.0,1.0,39,29.0,31
thetaft.F90,69,3.0,3.0,1.0,62.0,11.0,31.0,20.0,1.0,0.0,1.0,1.0,66.0,12.0,32.0,7.0,24.0,23.0,19.0,7.0,12.0,3.0,3.0,1.0,1.0,0.72,3.0,3.0,1.0,20,22.0,14
outscfcv.F90,70,58.0,58.0,0.0,534.0,78.0,384.0,89.0,2.0,0.0,1.0,1.0,1194.0,159.0,771.0,199.0,556.0,302.0,588.0,123.0,465.0,117.0,117.0,1.0,6.0,0.39,117.0,117.0,1.0,148,131.0,127
cg_outer_spin_product.F90,71,1.0,1.0,1.0,31.0,8.0,13.0,10.0,1.0,0.0,1.0,1.0,70.0,11.0,15.0,9.0,5.0,46.0,13.0,8.0,5.0,1.0,1.0,1.0,0.0,3.07,1.0,1.0,1.0,5,5.0,5
ionion_realspace.F90,72,9.0,9.0,1.0,80.0,13.0,50.0,17.0,1.0,0.0,1.0,1.0,124.0,16.0,52.0,20.0,31.0,58.0,39.0,15.0,24.0,9.0,9.0,1.0,4.0,1.12,9.0,9.0,1.0,42,34.0,35
cpdrv.F90,73,47.0,47.0,19.0,384.0,55.0,283.0,53.0,2.0,0.0,1.0,1.0,817.0,113.0,568.0,58.0,509.0,152.0,516.0,26.0,490.0,94.0,94.0,39.0,7.0,0.27,94.0,94.0,39.0,37,27.0,31
wvl_wfs_set.F90,74,1.0,1.0,1.0,75.0,14.0,44.0,17.0,3.0,0.0,3.0,3.0,329.0,47.0,136.0,37.0,5.0,149.0,38.0,34.0,4.0,2.0,2.0,1.0,1.0,1.1,4.0,4.0,3.0,41,36.0,34
xmpi_exch.finc,75,1.0,1.0,1.0,41.0,8.0,20.0,12.0,10.0,0.0,10.0,10.0,647.0,112.0,209.0,80.0,10.0,326.0,90.0,80.0,10.0,1.0,1.0,1.0,0.0,1.56,10.0,10.0,10.0,0,0.0,0
getcprj.F90,76,26.0,26.0,2.0,126.0,15.0,94.0,19.0,2.0,0.0,1.0,1.0,334.0,33.0,191.0,56.0,134.0,117.0,179.0,26.0,153.0,53.0,53.0,4.0,9.0,0.61,53.0,53.0,4.0,96,86.0,79
fold2Bloch.F90,77,20.0,20.0,1.0,202.0,30.0,148.0,35.0,1.0,0.0,1.0,1.0,241.0,33.0,150.0,48.0,100.0,71.0,125.0,25.0,100.0,20.0,20.0,1.0,5.0,0.47,20.0,20.0,1.0,50,39.0,45
contistr03.F90,78,8.0,8.0,1.0,2916.0,13.0,2880.0,23.0,1.0,0.0,1.0,1.0,2969.0,16.0,2882.0,16.0,2865.0,73.0,1042.0,13.0,1029.0,8.0,8.0,1.0,2.0,0.03,8.0,8.0,1.0,36,26.0,30
sbf8.F90,79,7.0,7.0,1.0,66.0,8.0,43.0,15.0,1.0,0.0,1.0,1.0,104.0,11.0,45.0,14.0,30.0,50.0,41.0,11.0,30.0,7.0,7.0,1.0,2.0,1.11,7.0,7.0,1.0,31,21.0,25
m_pawrad.F90,80,11.0,10.0,1.0,193.0,28.0,111.0,56.0,17.0,0.0,1.0,17.0,1939.0,273.0,954.0,157.0,741.0,727.0,970.0,157.0,813.0,43.0,43.0,1.0,6.0,0.76,191.0,184.0,17.0,36,29.0,32
abi_xgemm.f90,82,4.0,4.0,1.0,61.0,8.0,38.0,16.0,2.0,0.0,2.0,2.0,184.0,23.0,76.0,40.0,27.0,88.0,66.0,37.0,29.0,5.0,5.0,1.0,3.0,1.16,8.0,8.0,2.0,41,31.0,32
vtorho.F90,83,28.0,28.0,3.0,296.0,40.0,183.0,77.0,8.0,0.0,1.0,7.0,2224.0,254.0,1311.0,312.0,910.0,695.0,1045.0,195.0,850.0,206.0,206.0,15.0,4.0,0.53,227.0,227.0,26.0,168,146.0,145
xmpi_sum_master.finc,84,1.0,1.0,1.0,44.0,7.0,23.0,13.0,20.0,0.0,20.0,20.0,1340.0,183.0,478.0,139.0,20.0,679.0,159.0,139.0,20.0,1.0,1.0,1.0,0.0,1.42,20.0,20.0,20.0,0,0.0,0
setnoccmmp.F90,85,176.0,176.0,11.0,856.0,59.0,729.0,134.0,1.0,0.0,1.0,1.0,943.0,62.0,731.0,118.0,612.0,218.0,654.0,49.0,605.0,176.0,176.0,11.0,10.0,0.3,176.0,176.0,11.0,28,18.0,26
pred_bfgs.F90,86,33.0,33.0,0.0,235.0,31.0,156.0,48.0,2.0,0.0,1.0,1.0,540.0,66.0,315.0,73.0,241.0,163.0,270.0,41.0,229.0,67.0,67.0,1.0,6.0,0.52,67.0,67.0,1.0,52,48.0,41
intagm.F90,87,37.0,37.0,0.0,284.0,38.0,199.0,47.0,2.0,0.0,1.0,1.0,685.0,80.0,401.0,60.0,340.0,208.0,342.0,33.0,309.0,74.0,74.0,1.0,5.0,0.52,74.0,74.0,1.0,49,34.0,39
drivexc.F90,89,67.0,66.0,0.0,304.0,17.0,250.0,41.0,2.0,0.0,1.0,1.0,744.0,38.0,503.0,76.0,426.0,216.0,429.0,27.0,402.0,134.0,132.0,1.0,4.0,0.43,134.0,132.0,1.0,85,69.0,77
wvl_descr_psp_set.F90,90,2.0,2.0,1.0,111.0,14.0,69.0,28.0,2.0,0.0,2.0,2.0,281.0,31.0,141.0,24.0,2.0,112.0,25.0,21.0,4.0,2.0,2.0,1.0,1.0,0.79,4.0,4.0,2.0,6,6.0,4
psp8lo.F90,91,7.0,7.0,1.0,129.0,26.0,75.0,28.0,1.0,0.0,1.0,1.0,182.0,29.0,77.0,29.0,47.0,78.0,59.0,16.0,43.0,7.0,7.0,1.0,3.0,1.01,7.0,7.0,1.0,42,34.0,32
ptg_D3d.F90,92,2.0,2.0,1.0,168.0,11.0,145.0,12.0,1.0,0.0,1.0,1.0,208.0,15.0,147.0,22.0,124.0,48.0,136.0,11.0,125.0,2.0,2.0,1.0,1.0,0.33,2.0,2.0,1.0,36,26.0,30
linemin.F90,93,15.0,15.0,2.0,146.0,32.0,80.0,38.0,2.0,0.0,1.0,1.0,366.0,69.0,162.0,28.0,133.0,147.0,155.0,25.0,130.0,31.0,31.0,5.0,4.0,0.91,31.0,31.0,5.0,28,18.0,23
mkrho.F90,94,44.0,43.0,10.0,313.0,40.0,232.0,47.0,2.0,0.0,1.0,1.0,712.0,83.0,467.0,108.0,358.0,177.0,401.0,52.0,349.0,89.0,86.0,20.0,11.0,0.38,89.0,86.0,20.0,62,57.0,53
smatrix_k_paw.F90,95,8.0,8.0,1.0,69.0,14.0,43.0,18.0,1.0,0.0,1.0,1.0,118.0,18.0,45.0,18.0,26.0,63.0,43.0,17.0,26.0,8.0,8.0,1.0,6.0,1.4,8.0,8.0,1.0,37,23.0,33
lapackprof.F90,96,83.0,83.0,1.0,596.0,94.0,416.0,89.0,1.0,0.0,1.0,1.0,635.0,97.0,418.0,92.0,324.0,125.0,377.0,41.0,336.0,83.0,83.0,1.0,7.0,0.3,83.0,83.0,1.0,53,47.0,44
gwls_valenceWavefunctions.F90,97,1.0,1.0,1.0,36.0,8.0,4.0,23.0,3.0,1.0,1.0,3.0,225.0,41.0,32.0,29.0,2.0,154.0,30.0,28.0,2.0,1.0,1.0,1.0,0.0,4.81,3.0,3.0,3.0,37,27.0,31
get_fs_bands.F90,98,10.0,10.0,1.0,101.0,21.0,49.0,32.0,1.0,0.0,1.0,1.0,148.0,25.0,51.0,17.0,33.0,75.0,50.0,16.0,34.0,10.0,10.0,1.0,6.0,1.47,10.0,10.0,1.0,40,30.0,33
symsgtetra.F90,99,40.0,7.0,0.0,214.0,9.0,190.0,49.0,2.0,0.0,1.0,1.0,474.0,22.0,382.0,18.0,363.0,139.0,490.0,16.0,474.0,81.0,14.0,1.0,3.0,0.36,81.0,14.0,1.0,39,29.0,31
m_cgtools.F90,100,8.0,8.0,1.0,65.0,11.0,38.0,16.0,41.0,1.0,1.0,41.0,4072.0,608.0,1613.0,460.0,1098.0,1898.0,1572.0,416.0,1156.0,49.0,49.0,1.0,8.0,1.18,347.0,347.0,41.0,116,109.0,95
m_splines.F90,101,5.0,5.0,1.0,78.0,12.0,42.0,25.0,8.0,1.0,1.0,8.0,955.0,130.0,354.0,147.0,206.0,486.0,310.0,112.0,198.0,14.0,14.0,4.0,5.0,1.37,45.0,45.0,11.0,46,36.0,36
defs_suscep.F90,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,231.0,13.0,185.0,184.0,0.0,34.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,29,18.0,26
abi_xorthonormalize.f90,103,3.0,3.0,1.0,49.0,12.0,24.0,13.0,3.0,0.0,3.0,3.0,287.0,44.0,74.0,37.0,37.0,171.0,66.0,33.0,33.0,6.0,6.0,1.0,2.0,2.31,10.0,10.0,3.0,41,31.0,32
