File,Lines,Comments,Blanks,Code,Lines-exe,Lines-dec,Stmt-exe,Stmt-dec,Ratio,Units,Cyclomatic,Modified,Strict,Essential,Avg Lines,Avg Code,Avg Comment,Avg Blank,bug
AmoebaReferencePiTorsionForce.h,114,72,19,19,0,16,0,5,3.79,2,1,1,1,1,1,1,0,0,0
AmoebaReferenceStretchBendForce.cpp,182,55,31,93,62,46,48,36,0.59,2,6,6,6,1,65,46,7,12,0
AmoebaReferenceStretchBendForce.h,113,70,19,20,0,17,0,5,3.5,2,1,1,1,1,1,1,0,0,0
AmoebaReferenceTorsionTorsionForce.cpp,600,162,125,311,236,126,171,85,0.52,6,6,6,6,1,77,52,7,19,12
AmoebaReferenceTorsionTorsionForce.h,217,152,26,35,0,32,0,9,4.34,2,1,1,1,1,1,1,0,0,0
AmoebaReferenceVdwForce.cpp,412,47,96,265,171,102,120,81,0.18,25,2,2,2,1,14,11,1,3,0
AmoebaReferenceVdwForce.h,338,205,58,68,3,64,1,44,3.01,1,1,1,1,1,1,1,0,0,0
AmoebaReferenceWcaDispersionForce.cpp,345,29,69,245,202,121,100,113,0.12,3,8,8,9,2,104,81,2,21,16
AmoebaReferenceWcaDispersionForce.h,123,72,20,25,0,21,1,15,2.88,1,1,1,1,1,1,1,0,0,0
AmoebaSerializationProxyRegistration.cpp,96,30,8,20,14,3,15,6,1.5,2,2,2,2,1,9,9,0,0,0
AmoebaStretchBendForce.cpp,76,30,8,34,18,9,19,7,0.88,6,1,1,1,1,6,6,0,0,0
AmoebaStretchBendForce.h,145,90,16,35,3,23,3,16,2.57,3,1,1,1,1,4,4,0,0,0
AmoebaStretchBendForceImpl.cpp,67,30,9,25,8,7,12,11,1.2,6,1,1,1,1,4,4,0,0,16
AmoebaStretchBendForceImpl.h,72,37,7,22,2,14,2,13,1.68,3,1,1,1,1,3,3,1,0,0
AmoebaStretchBendForceProxy.cpp,75,30,8,32,18,12,15,14,0.94,3,2,2,2,1,11,10,0,1,20
AmoebaStretchBendForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
AmoebaTorsionTorsionForce.cpp,84,30,9,41,21,11,22,8,0.73,7,1,1,1,1,6,6,0,0,0
AmoebaTorsionTorsionForce.h,223,101,34,83,24,40,27,37,1.22,10,1,1,1,1,6,5,0,1,0
AmoebaTorsionTorsionForceImpl.cpp,180,38,29,92,48,36,46,40,0.41,6,3,3,3,1,20,13,1,3,4
AmoebaTorsionTorsionForceImpl.h,73,37,9,22,2,14,2,13,1.68,3,1,1,1,1,3,3,1,0,0
AmoebaTorsionTorsionForceProxy.cpp,145,37,20,83,60,33,51,35,0.45,4,4,4,4,1,26,20,2,4,20
AmoebaTorsionTorsionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
AmoebaVdwForce.cpp,127,30,21,72,30,20,35,21,0.42,16,1,1,1,1,5,4,0,0,0
AmoebaVdwForce.h,251,157,31,59,7,41,7,36,2.66,5,1,1,1,1,4,4,0,0,0
AmoebaVdwForceImpl.cpp,261,68,26,169,134,79,74,84,0.4,7,4,4,4,1,30,23,5,2,4
AmoebaVdwForceImpl.h,80,41,9,24,2,16,2,15,1.71,3,1,1,1,1,3,3,1,0,0
AmoebaVdwForceProxy.cpp,106,31,17,53,37,17,33,19,0.58,3,3,3,3,1,21,17,0,4,0
AmoebaVdwForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
AmoebaWcaDispersionForce.cpp,136,30,24,77,32,22,33,23,0.39,22,1,1,1,1,3,3,0,0,0
AmoebaWcaDispersionForce.h,153,79,18,52,3,40,3,39,1.52,3,1,1,1,1,3,3,0,0,0
AmoebaWcaDispersionForceImpl.cpp,146,33,23,86,58,37,37,41,0.38,8,2,2,2,1,12,10,0,2,20
AmoebaWcaDispersionForceImpl.h,91,51,10,24,2,16,2,15,2.12,3,1,1,1,1,3,3,1,0,0
AmoebaWcaDispersionForceProxy.cpp,95,30,13,47,34,11,31,13,0.64,3,2,2,2,1,18,15,0,3,0
AmoebaWcaDispersionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
AndersenThermostat.cpp,45,30,4,8,2,3,3,3,3.75,2,1,1,1,1,4,4,0,0,4
AndersenThermostat.h,111,69,7,31,8,15,6,14,2.23,6,1,1,1,1,3,3,0,0,0
AndersenThermostatImpl.cpp,100,33,13,48,24,20,28,22,0.69,7,2,2,2,1,8,7,0,1,20
AndersenThermostatImpl.h,75,40,8,22,2,15,2,14,1.82,2,1,1,1,1,4,3,1,0,0
AndersenThermostatProxy.cpp,66,30,5,26,16,6,13,8,1.15,3,2,2,2,1,8,8,0,0,0
AndersenThermostatProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
arithmetic_ansi.h,133,26,22,79,26,21,41,20,0.33,12,2,2,2,1,7,7,0,1,4
arithmetic_sse_double.h,287,30,22,12,5,2,4,2,2.5,1,1,1,1,0,8,4,0,0,0
arithmetic_sse_float.h,287,31,21,12,5,3,4,3,2.58,2,2,2,2,1,6,6,0,0,0
AssertionUtilities.cpp,56,34,5,14,8,5,8,4,2.43,1,3,3,3,1,12,12,0,0,20
AssertionUtilities.h,63,35,14,3,0,3,0,2,11.67,0,0,0,0,0,0,0,0,0,0
BrownianIntegrator.cpp,81,30,8,36,19,8,23,11,0.83,6,1,1,2,1,6,6,0,0,0
BrownianIntegrator.h,140,95,7,34,6,18,6,17,2.79,6,1,1,1,1,3,3,0,0,0
BrownianIntegratorProxy.cpp,61,30,6,23,15,7,13,7,1.3,3,1,1,1,1,7,7,0,0,4
BrownianIntegratorProxy.h,17,1,5,8,0,6,0,5,0.12,0,0,0,0,0,0,0,0,0,0
cl.hpp,12306,970,972,7793,1998,4476,772,1287,0.12,362,2,2,2,1,13,11,0,1,20
CMAPTorsionForce.cpp,98,30,11,52,35,8,40,9,0.58,8,2,2,2,1,6,6,0,0,0
CMAPTorsionForce.h,193,133,9,46,4,28,4,25,2.89,6,1,1,1,1,3,3,0,0,0
CMAPTorsionForceImpl.cpp,157,36,18,96,70,52,60,37,0.38,6,4,4,4,1,18,16,1,2,0
CMAPTorsionForceImpl.h,74,40,7,22,2,14,2,13,1.82,3,1,1,1,1,3,3,1,0,4
CMAPTorsionForceProxy.cpp,92,30,5,52,36,21,31,23,0.58,3,4,4,4,1,17,17,0,0,0
CMAPTorsionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,20
CMMotionRemover.cpp,42,30,4,6,1,2,2,3,5.0,2,1,1,1,1,3,3,0,0,0
CMMotionRemover.h,72,45,7,16,3,8,2,7,2.81,2,1,1,1,1,3,3,0,0,0
CMMotionRemoverImpl.cpp,59,30,6,17,6,6,7,8,1.76,4,1,1,1,1,4,4,0,0,0
CMMotionRemoverImpl.h,68,37,7,21,3,12,3,11,1.76,3,1,1,1,1,3,3,1,0,4
CMMotionRemoverProxy.cpp,63,30,5,23,13,6,10,8,1.3,3,2,2,2,1,7,7,0,0,0
CMMotionRemoverProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
Context.cpp,280,40,40,193,115,60,96,62,0.21,25,2,2,2,1,9,8,0,1,0
Context.h,260,204,8,38,2,35,0,34,5.37,0,0,0,0,0,0,0,0,0,0
ContextImpl.cpp,386,44,55,273,173,83,175,83,0.16,32,2,2,2,1,10,8,0,1,0
ContextImpl.h,275,193,8,67,6,54,5,53,2.88,5,1,1,1,1,3,3,0,0,0
CpuGBVI.cpp,974,294,234,439,351,229,158,223,0.67,20,3,3,3,1,35,22,3,10,0
CpuGBVI.h,316,224,53,34,0,31,0,23,6.59,0,0,0,0,0,0,0,0,0,0
CpuObc.cpp,584,155,139,282,218,141,118,134,0.55,11,4,4,5,2,39,25,4,10,0
CpuObc.h,186,119,39,25,0,22,0,15,4.76,0,0,0,0,0,0,0,0,0,0
CpuPmeKernelFactory.cpp,54,25,6,18,8,6,9,10,1.39,4,2,2,2,1,4,4,0,0,8
CpuPmeKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
CpuPmeKernels.cpp,665,55,55,511,397,213,305,215,0.11,18,6,6,6,1,32,28,1,2,0
CpuPmeKernels.h,131,74,7,43,0,39,0,37,1.72,1,1,1,1,1,3,3,0,0,0
CudaArray.cpp,91,25,7,54,34,11,30,11,0.46,5,3,3,3,1,11,11,0,0,0
CudaArray.h,146,84,8,47,15,24,13,20,1.79,7,1,1,2,1,4,4,0,0,0
CudaBondedUtilities.cpp,171,27,14,124,93,43,97,45,0.22,8,4,4,4,1,16,15,0,1,0
CudaBondedUtilities.h,139,99,7,27,0,24,0,23,3.67,0,0,0,0,0,0,0,0,0,0
CudaContext.cpp,1222,67,92,1009,753,304,757,284,0.07,39,7,6,8,1,28,25,1,1,0
CudaContext.h,653,335,17,286,56,175,48,173,1.17,47,1,1,1,1,3,3,0,0,0
CudaDrudeKernelFactory.cpp,72,26,7,33,20,7,14,11,0.79,4,2,2,2,1,8,8,0,0,0
CudaDrudeKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
CudaDrudeKernels.cpp,550,55,65,421,300,162,224,159,0.13,19,4,4,4,1,25,22,1,2,0
CudaDrudeKernels.h,162,99,8,50,0,38,0,34,1.98,3,1,1,1,1,3,3,0,0,0
CudaExpressionUtilities.cpp,356,33,15,307,250,55,245,54,0.11,7,12,7,13,7,45,43,1,1,0
CudaExpressionUtilities.h,121,64,9,39,6,25,4,17,1.64,5,1,1,1,1,3,3,0,0,0
CudaForceInfo.cpp,46,25,6,14,4,4,6,6,1.79,4,1,1,1,1,3,3,0,0,0
CudaForceInfo.h,64,43,7,11,0,8,0,7,3.91,1,1,1,1,1,2,2,0,0,0
CudaIntegrationUtilities.cpp,904,61,69,758,553,250,502,229,0.08,18,10,10,11,2,46,41,2,3,4
CudaIntegrationUtilities.h,161,82,7,67,3,58,3,57,1.22,3,1,1,1,1,3,3,0,0,0
CudaKernelFactory.cpp,128,26,4,92,88,3,87,4,0.28,1,44,44,44,44,93,91,1,1,20
CudaKernelFactory.h,45,30,7,6,0,4,0,3,5.0,0,0,0,0,0,0,0,0,0,0
CudaKernels.cpp,5767,196,447,5105,3856,1565,3490,1542,0.04,199,5,5,6,1,27,25,1,1,0
CudaKernels.h,1330,719,35,567,9,454,8,429,1.27,36,1,1,1,1,2,2,0,0,0
CudaNonbondedUtilities.cpp,638,48,48,529,415,119,396,118,0.09,23,6,6,6,1,25,23,1,1,4
CudaNonbondedUtilities.h,338,175,10,146,30,83,29,81,1.2,26,1,1,1,1,3,3,0,0,0
CudaParallelKernels.cpp,755,35,83,617,242,328,262,284,0.06,87,2,2,2,1,6,6,0,0,20
CudaParallelKernels.h,581,353,19,205,14,135,14,134,1.72,14,1,1,1,1,3,3,0,0,0
CudaParameterSet.cpp,198,28,9,151,101,53,120,59,0.19,5,10,10,11,1,28,28,0,0,0
CudaParameterSet.h,108,70,8,27,5,18,3,15,2.59,3,1,1,1,1,3,3,0,0,0
CudaPlatform.cpp,242,36,16,157,120,47,112,43,0.23,12,3,3,3,1,15,13,1,0,4
CudaPlatform.h,126,51,9,62,16,40,8,40,0.82,8,1,1,1,1,4,4,0,0,0
CudaRpmdKernelFactory.cpp,66,26,7,27,14,7,8,11,0.96,4,2,2,2,1,7,7,0,0,20
CudaRpmdKernelFactory.h,50,35,7,6,0,4,0,3,5.83,0,0,0,0,0,0,0,0,0,0
CudaRpmdKernels.cpp,536,57,56,415,350,97,307,93,0.14,10,7,7,8,1,48,41,2,4,0
CudaRpmdKernels.h,106,65,6,30,0,26,0,24,2.17,1,1,1,1,1,3,3,0,0,0
CudaSort.cpp,142,34,20,85,70,19,60,18,0.4,3,6,6,6,1,36,28,3,5,4
CudaSort.h,144,98,9,33,0,27,0,26,2.97,1,1,1,1,1,2,2,0,0,0
CustomAngleForce.cpp,125,30,18,68,32,16,44,20,0.44,16,2,2,2,1,4,4,0,0,20
CustomAngleForce.h,261,180,10,66,3,44,3,42,2.73,9,1,1,1,1,2,2,0,0,0
CustomAngleForceImpl.cpp,111,31,10,65,31,19,38,26,0.48,7,2,2,2,1,9,8,0,0,0
CustomAngleForceImpl.h,70,36,7,20,1,14,1,13,1.8,2,1,1,1,1,3,3,1,0,0
CustomAngleForceProxy.cpp,106,30,5,66,45,27,40,29,0.45,3,5,5,5,1,21,21,0,0,4
CustomAngleForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomBondForce.cpp,123,30,18,66,30,16,42,20,0.45,16,2,2,2,1,4,4,0,0,0
CustomBondForce.h,258,177,10,66,3,44,3,42,2.68,9,1,1,1,1,2,2,0,0,0
CustomBondForceImpl.cpp,116,31,12,68,31,23,38,30,0.46,8,2,2,2,1,8,8,0,0,0
CustomBondForceImpl.h,71,36,7,21,1,15,1,14,1.71,2,1,1,1,1,3,3,1,0,0
CustomBondForceProxy.cpp,106,30,5,66,45,27,40,29,0.45,3,5,5,5,1,21,21,0,0,0
CustomBondForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomCompoundBondForce.cpp,158,30,21,97,52,19,69,26,0.31,19,2,2,2,1,5,5,0,0,0
CustomCompoundBondForce.h,347,242,11,89,5,59,5,56,2.72,13,1,1,1,1,3,3,0,0,0
CustomCompoundBondForceImpl.cpp,198,38,21,132,65,49,72,58,0.29,14,2,2,2,1,9,8,0,1,0
CustomCompoundBondForceImpl.h,93,50,7,26,1,20,1,16,1.92,2,1,1,1,1,3,3,1,0,0
CustomCompoundBondForceProxy.cpp,120,30,5,80,56,30,53,32,0.38,3,5,5,5,1,26,26,0,0,0
CustomCompoundBondForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,4
CustomExternalForce.cpp,121,30,18,64,28,16,40,20,0.47,16,2,2,2,1,4,4,0,0,0
CustomExternalForce.h,257,177,10,65,3,43,3,42,2.72,9,1,1,1,1,2,2,0,0,0
CustomExternalForceImpl.cpp,100,31,11,53,23,17,30,24,0.58,7,2,2,2,1,7,7,0,0,0
CustomExternalForceImpl.h,70,36,7,20,1,14,1,13,1.8,2,1,1,1,1,3,3,1,0,0
CustomExternalForceProxy.cpp,106,30,5,66,45,27,40,29,0.45,3,5,5,5,1,21,21,0,0,0
CustomExternalForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomFunction.h,77,57,7,11,0,8,0,7,5.18,1,1,1,1,1,2,2,0,0,0
CustomGBForce.cpp,211,30,31,141,74,30,97,37,0.21,30,2,2,2,1,4,4,0,0,0
CustomGBForce.h,607,446,13,140,8,97,8,85,3.19,19,1,1,1,1,3,3,0,0,32
CustomGBForceImpl.cpp,129,31,11,82,44,23,51,30,0.38,7,3,3,3,1,11,11,0,0,32
CustomGBForceImpl.h,70,36,7,20,1,14,1,13,1.8,2,1,1,1,1,3,3,1,0,0
CustomGBForceProxy.cpp,163,30,5,123,88,58,78,60,0.24,3,8,8,8,1,40,40,0,0,0
CustomGBForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomHbondForce.cpp,225,30,33,153,82,32,105,39,0.2,32,2,2,2,1,5,5,0,0,0
CustomHbondForce.h,513,365,12,128,8,89,8,81,2.85,17,1,1,1,1,3,3,0,0,0
CustomHbondForceImpl.cpp,272,38,21,206,116,63,121,72,0.18,14,3,3,4,1,15,14,0,1,0
CustomHbondForceImpl.h,94,51,7,26,1,20,1,16,1.96,2,1,1,1,1,3,3,1,0,0
CustomHbondForceProxy.cpp,175,30,5,135,98,61,89,63,0.22,3,9,9,9,1,44,44,0,0,0
CustomHbondForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomIntegrator.cpp,229,30,28,163,101,31,113,34,0.18,26,2,2,3,1,6,6,0,0,0
CustomIntegrator.h,497,405,8,77,5,59,5,50,5.26,7,1,1,1,1,3,3,0,0,0
CustomIntegratorProxy.cpp,118,31,6,79,58,30,52,32,0.39,3,6,6,6,1,26,26,0,0,0
CustomIntegratorProxy.h,17,1,5,8,0,6,0,5,0.12,0,0,0,0,0,0,0,0,0,0
CustomNonbondedForce.cpp,225,30,36,150,72,36,93,42,0.2,35,2,2,2,1,4,4,0,0,0
CustomNonbondedForce.h,535,378,13,136,7,95,7,87,2.78,18,1,1,1,1,3,3,0,0,0
CustomNonbondedForceImpl.cpp,325,43,30,239,158,88,152,88,0.18,14,4,4,5,2,19,17,1,1,0
CustomNonbondedForceImpl.h,79,40,7,24,1,18,1,16,1.67,2,1,1,1,1,3,3,1,0,0
CustomNonbondedForceProxy.cpp,140,30,5,100,73,44,65,46,0.3,3,7,7,7,1,33,33,0,0,0
CustomNonbondedForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
CustomTorsionForce.cpp,127,30,18,70,34,16,46,20,0.43,16,2,2,2,1,4,4,0,0,0
CustomTorsionForce.h,264,183,10,66,3,44,3,42,2.77,9,1,1,1,1,2,2,0,0,0
CustomTorsionForceImpl.cpp,118,31,11,71,35,20,42,27,0.44,7,2,2,3,1,10,9,0,0,0
CustomTorsionForceImpl.h,70,36,7,20,1,14,1,13,1.8,2,1,1,1,1,3,3,1,0,0
CustomTorsionForceProxy.cpp,106,30,5,66,45,27,40,29,0.45,3,5,5,5,1,21,21,0,0,0
CustomTorsionForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
DrudeForce.cpp,99,30,10,54,34,9,40,11,0.56,9,1,1,2,1,6,6,0,0,0
DrudeForce.h,210,146,9,50,6,30,6,27,2.92,6,1,1,1,1,3,3,0,0,0
DrudeForceImpl.cpp,155,33,12,100,59,24,62,26,0.33,6,3,3,4,1,17,16,0,1,0
DrudeForceImpl.h,74,37,8,23,2,15,2,14,1.61,3,1,1,1,1,3,3,1,0,0
DrudeForceProxy.cpp,86,30,5,46,28,19,22,21,0.65,3,3,3,3,1,15,15,0,0,0
DrudeForceProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
DrudeKernels.h,145,93,8,35,12,20,3,19,2.66,6,1,1,1,1,3,3,0,0,0
DrudeLangevinIntegrator.cpp,98,30,9,51,31,12,33,15,0.59,7,2,2,2,1,7,7,0,0,0
DrudeLangevinIntegrator.h,187,129,7,47,10,23,10,22,2.74,10,1,1,1,1,3,3,0,0,0
DrudeLangevinIntegratorProxy.cpp,64,30,5,25,17,7,15,7,1.2,3,1,1,1,1,8,8,0,0,0
DrudeLangevinIntegratorProxy.h,53,35,7,8,0,6,0,5,4.38,0,0,0,0,0,0,0,0,0,0
DrudeSCFIntegrator.cpp,94,30,9,47,27,12,29,15,0.64,7,2,2,2,1,6,6,0,0,0
DrudeSCFIntegrator.h,113,80,7,22,2,14,2,13,3.64,2,1,1,1,1,3,3,0,0,0
DrudeSerializationProxyRegistration.cpp,69,30,8,11,5,3,6,6,2.73,2,2,2,2,1,5,5,0,0,0
dtoa.cpp,4321,415,149,1686,1229,2346,1176,132,0.25,30,13,12,15,6,110,55,6,2,0
Empty.cpp,3,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0
Exception.h,59,35,7,14,1,7,1,6,2.5,3,1,1,1,1,2,2,0,0,0
ExpressionProgram.cpp,106,30,13,60,34,21,38,23,0.5,11,2,2,2,1,5,5,0,0,0
ExpressionProgram.h,97,62,8,21,0,18,0,17,2.95,0,0,0,0,0,0,0,0,0,0
