hash,time,message,buggy
c1cbd44,2014-11-03 20:58:20,range check getPlatform(),0
071b6fa,2014-11-04 10:19:47,Merge pull request #698 from rmcgibbo/range-check,0
a8cd845,2014-11-04 10:46:46,Merge pull request #691 from swails/fix-sum,0
96e6c4b,2014-11-04 11:17:10,testInstallation.py gives more information about errors,0
a5c00fa,2014-11-04 11:17:13,Fix another small bug for unit handling with numpy arrays.  Fixes the exception:,1
6269454,2014-11-04 11:36:24,Merge pull request #700 from peastman/master,0
5b4abbb,2014-11-04 11:41:01,Oops... Forgot unit on the reshape command.,0
f32c804,2014-11-04 13:10:55,Improvements to multi-GPU performance,0
924af73,2014-11-04 14:58:33,Merge pull request #701 from peastman/multigpu,0
2504cf1,2014-11-04 16:54:39,Initial support for reading PDBx/mmCIF files,0
67a3b4c,2014-11-05 10:41:24,Further improvements to multi-GPU performance,0
b535e65,2014-11-05 12:21:07,Cleanup to PDBx/mmCIF reader,0
0d82906,2014-11-05 12:31:07,Added PdbxReader to Licenses.txt,0
4ab3b42,2014-11-05 13:48:41,Merge pull request #703 from peastman/multigpu,0
4972215,2014-11-05 16:02:52,Bug fix,1
db72d0c,2014-11-06 11:48:50,Merge pull request #702 from peastman/pdbx,0
8f12d8f,2014-11-06 16:09:58,Further improvements to multi-GPU scaling,0
160c1cd,2014-11-06 16:33:46,Bug fixes and improvements to PDBxFile,1
51fc7a1,2014-11-06 16:45:24,Merge pull request #705 from peastman/multigpu,0
9e10769,2014-11-06 16:57:29,Merge pull request #706 from peastman/pdbx,0
bf0420d,2014-11-07 14:41:40,Merge pull request #709 from kyleabeauchamp/removevm,0
ea5f9ee,2014-11-07 17:13:13,Removed virtual machine.,0
be7120e,2014-11-07 20:10:15,Added Linux packaging script.,0
71220e6,2014-11-07 20:11:01,Changed Linux packaging script to executable.,0
4b2487f,2014-11-07 20:47:45,Added draft build script.,0
dda50ec,2014-11-07 20:48:53,Made Linux build script executable.,0
3fecf85,2014-11-07 21:07:17,Version number in Linux packaging script is now extracted from CMakeCache.txt (via @peastman).,0
81bdf03,2014-11-07 21:39:10,Added first drafts of OS X build and packaging scripts.,0
4e9405a,2014-11-08 00:45:17,Updated build script for packaging with Linux.,0
0198503,2014-11-08 12:41:51,Minor fix to build script for automated packaging.,0
db34357,2014-11-08 12:48:26,Fixed python path for automated build script.,0
0abd720,2014-11-08 12:53:55,Added miniconda/bin to path for automated build scripts.,0
4d33ed5,2014-11-08 16:29:32,Updated OSX build/package scripts for Jenkins.,0
8e778c6,2014-11-08 16:38:14,More updates to OS X Jenkins build script.,0
438463e,2014-11-08 17:21:22,Updated Jenkins build scripts to also build docs.,0
db16609,2014-11-08 17:50:20,Fixed some path errors with Jenkins build scripts  and added preparation scripts.,1
abf0f7e,2014-11-08 17:56:18,Updated Jenkins preparation scripts.,0
cd9a442,2014-11-08 17:57:42,Minor updates to Jenkins prepare scripts.,0
609b6a5,2014-11-08 18:01:14,Fixed fftw3f library path error in OS X Jenkins build script.,1
865364d,2014-11-08 19:13:45,Added relative workspace path to Jenkins build prepare scripts.,0
8462798,2014-11-08 19:35:26,Tried to fix Jenkins build script Mac autodetection of version number.,0
93cd76b,2014-11-08 19:39:01,Fixing more paths in Jenkins build paths.,0
4ad0801,2014-11-08 20:10:32,Hopefully fixed issue with Jenkins linux build script.,0
6312fe5,2014-11-10 08:58:07,Merge pull request #711 from jchodera/add-packaging-scripts,0
d566653,2014-11-10 12:25:55,Fixed a bug in neighbor list construction,1
20f00d8,2014-11-10 13:42:27,Merge pull request #714 from peastman/master,0
47b73df,2014-11-10 14:05:03,Remove buffering per @swails,0
dbd7fd3,2014-11-10 16:27:03,Merge pull request #715 from mpharrigan/py3,0
ad5821f,2014-11-11 15:45:50,CustomIntegrator  throws an exception if variable names are ambiguous,0
1c7d631,2014-11-11 16:10:54,Merge pull request #716 from peastman/master,0
842f295,2014-11-13 14:54:23,Fix byte handling to work for both Py2 and Py3,0
efce20c,2014-11-13 15:17:58,Add a basic DCD file test. There's no DCD file _reader_  so without MDTraj we can't validate the that this object does anything more than simply write without exceptions (i.e.  we can't tell if the DCD file is actually _valid_),0
a572eec,2014-11-13 16:45:02,Further documentation updates for 6.2,0
3a3a2aa,2014-11-14 10:26:41,Merge pull request #723 from peastman/docs,0
4c0621e,2014-11-14 11:04:50,Minor optimization to sorting,0
a8df200,2014-11-14 11:21:30,Merge pull request #722 from swails/fix_dcd,0
645bf22,2014-11-14 11:27:53,Use tempfile to make a file.,0
59ab6fc,2014-11-14 11:31:30,Merge pull request #724 from peastman/opt,0
a64e0db,2014-11-14 11:57:39,Open as binary (needed for Python 3),0
c6b6b89,2014-11-14 12:53:55,Make sure the DCD file handle is closed -- do it the right way in the test.,0
5cf2c3f,2014-11-17 15:43:50,Merge pull request #733 from swails/remove_dbg,0
f0b8ac1,2014-11-17 18:03:28,Remove what appears to be a debug message.,0
bca1a5d,2014-11-18 12:54:08,Install benchmark.py script,0
a0cdc1f,2014-11-18 13:11:31,Merge pull request #735 from peastman/master,0
285a12d,2014-11-18 13:57:49,Added error codes from CUDA 5.0,0
5bfd733,2014-11-18 14:00:13,Merge pull request #734 from swails/fixep,0
2846622,2014-11-18 14:20:54,Merge pull request #736 from peastman/master,0
f16e7e3,2014-11-18 14:29:40,Recognize more residue labels as water in the Amber file parser.,0
e2c80f2,2014-11-18 15:09:05,Reduce the water labels down to just the EP models  since that's where it is most important and we don't want false positives.,0
67cd9e1,2014-11-18 15:10:01,Add TIP4PEw name.,0
8fb1f4d,2014-11-18 15:10:09,DrudeForce did not implement getBondedParticles(),0
b3eaa5e,2014-11-18 15:13:14,== -> in,0
0b0b213,2014-11-18 15:32:45,Merge pull request #737 from peastman/master,0
7bbf933,2014-11-18 15:42:45,Workaround for CUDA bug,0
ae338b5,2014-11-18 16:19:49,Merge pull request #738 from peastman/bug,0
fe45563,2014-11-19 02:38:31,Copy testInstallation.py to the simtk package and make it an import-safe module. Also copy the test PDB file to the data/ directory  since we rather need it...,0
0a86b31,2014-11-19 02:40:24,Delete all of the code from testInstallation.py and instead replace it with an import of the new testInstallation module and a command to run the tests.,0
64ebc79,2014-11-19 02:50:26,"Apparently ""from XXX import *"" is only allowed at the module level (I get a SyntaxWarning otherwise). So move those imports back to the module level and save any error messages for when the tests are actually run (if ever).",0
612ca41,2014-11-19 02:56:18,Tweak error message formatting.,0
ab81ee0,2014-11-19 02:58:01,Further formatting tweaks.,0
ab767c4,2014-11-19 10:19:12,Merge pull request #739 from swails/conda-testing,0
b7730b8,2014-11-19 10:58:58,Updated instructions on running the test installation script,0
9f8e733,2014-11-19 11:29:36,Add docstring to test function. Convert all raised exceptions raised in run_tests to TestingError so users only ever have one exception to catch.,0
3b85cf4,2014-11-19 11:33:31,"Add ""python -m simtk.testInstallation"" to .travis.yml",0
bcef4de,2014-11-19 12:02:52,Merge pull request #740 from peastman/test,0
59484a6,2014-11-25 16:34:11,Prevent running tests on unsupported CPUs,0
12dbd21,2014-11-25 16:49:11,Merge pull request #743 from peastman/master,0
4b5f48e,2014-11-26 11:30:23,Workaround for compiler bug in Visual Studio,0
a55b34e,2014-11-26 11:46:37,Fixed line endings,0
066cdd6,2014-11-26 12:18:01,Merge pull request #744 from peastman/master,0
4fcf2b1,2014-12-02 15:55:42,Modified packaging scripts so that we no longer install Python into lib.,0
74d6686,2014-12-02 17:21:59,Debugging issues with packaging script.,0
741d186,2014-12-02 18:09:15,Build scripts now first remove old install directory.,0
662eb73,2014-12-02 18:11:59,Minor cleanup in prepare.sh script.,0
5030c94,2014-12-02 18:33:04,Removed debugging statements from packaging scripts.,0
e6d78cf,2014-12-03 10:49:16,Merge pull request #746 from jchodera/fix-packaging-scripts,0
2c68f67,2014-12-04 11:59:12,Disable PME stream on old versions of cufft,0
bf8de1f,2014-12-04 13:08:36,Merge pull request #748 from peastman/fftbug,0
