hash,time,message,buggy
91bf4fc,2014-02-28 14:23:35,Converted developer guide to Sphinx,0
063937f,2014-02-28 14:39:47,Fixed some errors in documentation generation,1
e6410ce,2014-02-28 14:42:14,Merge pull request #345 from peastman/master,0
b915aca,2014-02-28 16:16:05,Merge pull request #343 from rmcgibbo/test-cpu-settle,0
b16bec9,2014-02-28 16:35:30,Removed some obsolete test code,0
4fdf49d,2014-02-28 17:37:23,Merge pull request #347 from peastman/master,0
dd63128,2014-03-01 11:48:35,Another attempt at dealing with the fact that some compilers define round() and others don't,0
43c6a76,2014-03-01 11:49:21,Merge branch 'master' of https://github.com/peastman/openmm,0
f4d5ab3,2014-03-02 13:14:05,Ignore VIM swap files and backup files,0
b0c5b0c,2014-03-02 17:47:07,Fix long-range vdW correction for real systems.,0
42fefa9,2014-03-02 18:56:34,One more int -> double,0
542ee54,2014-03-03 11:14:14,Added System::getNumDegreesOfFreedom(),0
8369f91,2014-03-03 13:06:06,Merge pull request #352 from swails/master,0
59a52aa,2014-03-03 13:34:24,Remove the .gitignore.,0
7e59798,2014-03-03 13:41:01,More int -> double conversions to avoid overflows on _very_ big systems in which the square of the number of particles in the dominant LJ type overflows integers.,0
c7549a4,2014-03-03 14:11:15,Convert interaction counting to long long int to avoid integer overflows in CustomNonbondedForceImpl long-range correction.,0
52c35f7,2014-03-04 10:10:03,"Revert ""Added System::getNumDegreesOfFreedom()""",0
8ca60c0,2014-03-04 14:53:52,Merge pull request #355 from mgarraha/master,0
c52a3d2,2014-03-04 14:59:20,fix bug in Reference CustomCompoundBondForce,1
c8fa882,2014-03-04 15:08:41,added testMultipleBonds,0
a8a7895,2014-03-05 11:34:45,Fixed incorrectly formatted comments that caused problems in the API docs,0
2e668d8,2014-03-05 11:35:43,Merge pull request #356 from peastman/master,0
7364385,2014-03-05 16:10:13,Removed unnecessary synchronization that hurt performance on Nvidia,0
74ed6b1,2014-03-05 16:12:06,Merge pull request #357 from peastman/master,0
55237c8,2014-03-06 11:03:10,Fixed some overly stringent tests,0
42dfb1d,2014-03-06 11:03:38,Merge pull request #359 from peastman/master,0
424bfe9,2014-03-11 11:15:53,Created a property for setting the number of CPU cores to use,0
cfc01d0,2014-03-11 12:02:31,Merge pull request #362 from peastman/threads,0
c9eef8c,2014-03-11 12:42:44,Added option to explicitly set PME parameters,0
9109b43,2014-03-11 12:54:37,Random changes to travis-yml,0
d37b0fc,2014-03-11 13:49:50,I think I fixed it,0
1cbc2f3,2014-03-11 17:32:50,Created files for AMOEBA 2013 force field,0
64fdc0d,2014-03-12 00:57:57,only rerun when at least one test failed,0
17cbd4c,2014-03-12 01:04:07,fix conditional,0
4ad1af2,2014-03-12 01:41:37,minor changes,0
31d02cd,2014-03-12 10:30:39,Merge pull request #363 from peastman/pme,0
075e56b,2014-03-12 11:02:02,Added documentation and header information for AMOEBA 2013 force field,0
cf8a03e,2014-03-12 11:46:34,Merged changes from main branch,0
4943c48,2014-03-12 12:46:21,Update .travis.yml,0
eb9f735,2014-03-12 14:17:22,Merge branch 'master' of github.com:leeping/openmm,0
4233bef,2014-03-12 14:17:28,Merge branch 'master' of github.com:SimTk/openmm,0
be3f55f,2014-03-12 15:01:41,Fixed pselling mistake :),0
82662e2,2014-03-12 15:03:01,Merge pull request #367 from leeping/master,0
4e2c996,2014-03-12 19:17:24,Merge pull request #364 from rmcgibbo/travis2,0
6673857,2014-03-13 11:05:15,Created RPMDIntegrator::getTotalEnergy(),0
77cec3f,2014-03-13 12:31:04,Fixed compilation errors on Windows,1
e94afea,2014-03-13 12:32:49,Merge pull request #370 from peastman/master,0
efbcb89,2014-03-13 13:28:18,Fixed Python API for RPMDIntegrator::getTotalEnergy(),0
7ab954b,2014-03-17 10:13:31,Began creating CPU implementation of CustomNonbondedForce,0
c053a59,2014-03-17 14:40:37,Began parallelizing CPU implementation of CustomNonbondedForce,0
b886644,2014-03-17 15:14:06,Finished parallelizing CPU implementation of CustomNonbondedForce,0
ee2d722,2014-03-17 16:36:54,Bug fix,1
d547601,2014-03-17 17:27:50,Merge pull request #369 from peastman/rpmd,0
6674de9,2014-03-17 17:51:04,Merge pull request #371 from peastman/cpucustom,0
e8718a1,2014-03-18 14:03:49,Fixed compilation errors on Windows  plus an error in a test case,1
fe129ae,2014-03-18 14:05:54,Merge pull request #372 from peastman/master,0
c200868,2014-03-26 23:56:39,started work,0
67878ba,2014-03-27 00:32:38,Get it working,0
40b969f,2014-03-27 02:42:48,create/load both working,0
ac25ece,2014-03-27 03:46:43,docstring,0
1e7300b,2014-03-27 03:47:52,add test,0
306fe04,2014-03-27 10:22:23,Merge pull request #378 from rmcgibbo/bytes,0
24cb710,2014-03-27 10:48:48,Fixed a potential divide by zero,0
1e0d6e3,2014-03-27 10:49:23,Merge pull request #382 from peastman/master,0
47d07e4,2014-03-27 10:51:46,Fixed some bugs in addExtraParticles() that affect the CHARMM polarizable force field,1
d3d352c,2014-03-27 10:52:24,Merge pull request #383 from peastman/master,0
c099c6d,2014-03-27 15:30:57,changes based on responses from @swails and @jchodera,0
a584bc9,2014-03-27 15:37:06,whoops,0
b4a9823,2014-03-27 18:44:44,typo fix -- thanks @peastman,0
4f85816,2014-03-27 18:45:08,Merge branch 'master' into checkpoint-reporter,0
c43eb6a,2014-03-27 18:56:25,Enhance the test to ensure that the checkpoint can be loaded correctly,0
1bf7f75,2014-03-27 19:58:53,Add magic bytes,0
af2b6da,2014-03-27 20:04:47,Update ContextImpl.cpp,0
fc9a334,2014-03-28 09:18:46,Merge pull request #380 from rmcgibbo/checkpoint-reporter,0
e76cbe3,2014-03-28 14:52:15,Merge pull request #386 from jchodera/master,0
3bb05bf,2014-03-28 17:37:32,Added step limit for LocalEnergyMinimizer in Modeller.addHydrogens() to prevent hangs with bad structures.,0
0285f16,2014-04-02 10:37:50,Added getMolecules() to swigInputConfig.py,0
6734f66,2014-04-02 10:38:55,Merge pull request #388 from peastman/master,0
abd4ebd,2014-04-03 10:25:30,Exposed getMolecules() in the public API,0
a74e4b1,2014-04-04 16:36:57,Install SWIG interface definition to the include directory  so outside plugins can use it when building their Python APIs,0
598fdaa,2014-04-04 16:37:21,Merge branch 'master' of https://github.com/peastman/openmm,0
59e15d5,2014-04-04 16:39:05,Merge pull request #390 from peastman/master,0
eab68af,2014-04-04 16:53:02,Fixed a compilation error in C wrappers,1
04658d8,2014-04-04 16:53:48,Merge pull request #391 from peastman/master,0
f716900,2014-04-05 09:38:34,Typo fix (represnted -> represented) and remove the execution permission bit from all .cpp and .h files.,0
85b2506,2014-04-05 09:48:25,A previous commit had changed OpenMM_headers.i to OpenMMSwigHeaders.i without changing the corresponding include statement in OpenMM.i.,0
44d4d6b,2014-04-05 10:42:46,Merge pull request #394 from jchodera/master,0
e213f51,2014-04-06 19:57:22,Merge branch 'master' of http://github.com/SimTk/openmm,0
9edaf65,2014-04-09 00:21:54,Disable OpenCL platform on known-buggy macs,0
17054bd,2014-04-09 00:25:21,Change API reference links to 6.0,0
78b466c,2014-04-09 00:35:10,units on getPMEParameters,0
c96e247,2014-04-09 01:11:37,Make element basically immutable,0
6561ecf,2014-04-09 10:19:02,Merge pull request #402 from rmcgibbo/docs,0
31fc369,2014-04-09 10:19:43,Merge pull request #403 from rmcgibbo/units,0
88402c5,2014-04-09 11:06:49,Merge pull request #401 from rmcgibbo/disable,0
25da306,2014-04-09 15:11:42,First pass at adding my CHARMM compatibility layer.,0
71d9189,2014-04-09 15:20:36,Merge pull request #404 from rmcgibbo/imutable-elements,0
f5b8e0c,2014-04-09 15:25:21,Add new package to setup.py,0
bdbb6cb,2014-04-09 15:28:19,Import the CHARMM objects into the toplevel namespace of the app layer.,0
f5df12e,2014-04-09 15:34:44,Add base exception classes.,0
489551d,2014-04-09 15:52:10,Fix remaining bugs with CHARMM integration.,1
20ad26b,2014-04-09 16:11:13,Add some protection against an uncaught exception in the CharmmFile destructor,0
cd0ee42,2014-04-09 17:48:13,Fixed bug in OpenCL implementation of GBSA on CPU devices,1
6d33963,2014-04-09 18:01:08,Update the simtk/openmm/app/charmm/__init__.py file with the MIT license and correct list of modules (the existing list was for the ParmEd implementation which separated out the OpenMM integration so not having it was not fatal).,0
4087eae,2014-04-09 21:09:02,Merge branch 'master' of http://github.com/SimTk/openmm,0
31f0935,2014-04-09 22:37:07,Add a couple unittests for CHARMM files.  Good thing  too  because they helped pick up some bugs that were not caught in my initial test following the port from ParmEd.,0
85a6a3b,2014-04-10 07:55:24,Clarify a docstring.,0
c293c19,2014-04-10 08:38:24,Add support for the Amber GB forces.  Put in the correct radii determination (again  code pulled from ParmEd) and update the tests to include this.,0
64803f2,2014-04-10 08:56:38,Move charmm package to internal.,0
77b4ddf,2014-04-10 19:50:49,Add the PSF files and CHARMM 22 files to the install lists (I think?? I've never really used CMake in-depth before).,0
4d51fb0,2014-04-11 10:31:39,Merge pull request #407 from peastman/master,0
1cb3190,2014-04-11 12:47:59,Removed _d suffix from debug libraries,0
54144f7,2014-04-11 12:49:19,File missing from previous commit,0
230819d,2014-04-11 13:32:34,Merge pull request #408 from peastman/debug,0
a13e3d1,2014-04-12 00:00:09,Added missing serialization support for CustomNonbondedForce interaction groups.,0
38db8fb,2014-04-12 00:01:51,Undid some debug info.,0
2668d4b,2014-04-12 00:08:16,Undid an erroneous commit.,0
fe312d9,2014-04-12 00:08:49,Undid more erroneous changes.,0
57d3e0f,2014-04-12 00:09:39,Rolled back one more change.,0
6bd7337,2014-04-12 01:01:29,Added missing serialization for some other properties of CustomNonbondedForce.,0
4255709,2014-04-12 01:09:08,Updated tests of serialization of CustomNonbondedForce  though test omits comparison of interaction group sets since I couldn't figure out how to do that.,0
f8c52d1,2014-04-12 01:38:20,Added serialization of more properties  as well as unit test extensions for these additions.,0
80f9dff,2014-04-12 08:52:38,Add a positions setter and improve the error message when someone fails to load parameters to a ProteinStructure before calling createSystem.,0
d910182,2014-04-12 09:04:34,Merge branch 'master' of http://github.com/SimTk/openmm,0
8a916db,2014-04-12 09:33:39,Added assertion utility to compare containers.,0
f015fb7,2014-04-12 14:12:44,getBoolProperty() now returns bool  instead of it.,0
a3aa054,2014-04-12 14:21:54,Changed tabs to spaces.,0
8cd0120,2014-04-12 14:23:33,Removed code left over from debugging.,0
6d03649,2014-04-12 14:28:25,Fixed same issue in NonbondedForce serialization.,0
d0186cb,2014-04-12 18:46:23,Added missing serialization of PME parameters alpha  nx  ny  nz for NonbondedForce.,0
436d542,2014-04-14 14:49:56,Merge pull request #410 from jchodera/debugging-group-interactions,0
36e01b6,2014-04-14 15:16:29,Added defaults to make serialization of CustomNonbondedForce and NonbondedForce backward-compatible.,0
ab41f84,2014-04-14 15:17:25,Removed fiels that didn't below.,0
7a6f4b2,2014-04-14 15:21:48,Cleanup to the recent serialization code changes,0
f755a61,2014-04-14 16:03:05,Undo changes.,0
9a83528,2014-04-14 16:25:55,Added defaults for backward compatibility.,0
fe5b499,2014-04-14 16:41:41,Fixed a bug in serialization.,1
2e927a3,2014-04-14 19:49:16,First pass at making a consistent API.,0
895f9a6,2014-04-14 20:45:13,Update the CHARMM API to be consistent with the rest of OpenMM.,0
17b7569,2014-04-14 20:52:02,Update the CHARMM example.,0
df39013,2014-04-15 08:13:21,Unit conversion for GB parameters.,0
8bb898d,2014-04-15 08:18:06,ValueError -> TypeError.  Seems a more appropriate exception to raise.,0
0c1cbb4,2014-04-15 08:26:13,Correct some docstrings to reflect the updated API.,0
3e96add,2014-04-15 08:29:04,More docstring improvements.,0
780bbf8,2014-04-15 10:17:40,Merge pull request #412 from peastman/master,0
ede48b8,2014-04-15 10:19:25,Include force groups when serializing forces,0
b3ac09e,2014-04-15 10:47:46,Add more file type detection in the CharmmParameterSet constructor. The current constructor _should_ be able to take all of files in the CHARMM parameter set distribution and correctly determine file type from just the name and/or filename extension.,0
c4877be,2014-04-15 11:18:15,Merge pull request #413 from peastman/master,0
f2e793a,2014-04-16 08:55:03,-More changes to the API to use camelCase everywhere in the public classes. - Add a docstring to element.Element.getByMass describing what it does - Add a new element virtualsite with atomic number 0 (and alias it to extrapoint   and lonepair),0
834f488,2014-04-16 10:23:28,Undo the change for get_by_symbol  since Travis-CI suggests that it breaks pickleability.,0
f4e4c4b,2014-04-16 13:42:47,"Get rid of extra point element -- use ""None"" as no element",0
d141435,2014-04-16 14:54:28,Fix this problem reported by Travis-CI:,0
6dc080e,2014-04-16 15:33:45,Ack. Copy-and-paste errors.,0
d825e6a,2014-04-17 07:09:50,Modify simulateCharmm.py to require a top and par file.  Delete charmm22 files to prevent users from actually using them.,0
46c5f78,2014-04-18 12:36:01,Merge branch 'master' of https://github.com/SimTk/openmm,0
cc97a0b,2014-04-18 12:42:02,Add the parameter/RTF files back for the examples. Put a note in simulateCharmm.py to use the latest force fields. This is what CHARMM does for their own tutorials  so this is fine.,0
6e03879,2014-04-18 13:07:12,Fix the following error:,1
431fae9,2014-04-18 13:19:47,Add the copyright and license/distribution info to the top of each new file.,0
6f44301,2014-04-18 14:48:29,box_lengths -> boxLengths.,0
e638eb3,2014-04-18 14:52:30,Add a more sensible way to set and retrieve box vectors.,0
a57cbe9,2014-04-18 20:16:57,Simplify setBox -- it now takes 3 lengths and 3 angles. You can also set boxVectors directly (which is how you would do it if you set up a PDB with a CRYST1 record  for instance).,0
539c1f1,2014-04-19 18:52:58,Add CHARMM coordinate file parsers (originally written by Jason Deckman and patched up by me).,0
418987b,2014-04-19 20:16:34,Coordinates and velocities have to be natom-length iterators of Vec3's,0
d1cf234,2014-04-19 20:24:49,Update examples in the docstrings.,0
1dbc9a6,2014-04-19 20:51:49,Give users an easy way to clear the CMAP terms if they don't want to include any correction maps in their calculations.,0
ec12f1d,2014-04-20 12:34:21,"When looking at the file names of CHARMM parameter/topology files  only look at the file name (not the path) for ""top"" and ""par"" to determine file type.  Often enough  these files are stored in a ""toppar"" directory  so all of them will be interpreted as RTF files.",0
0ab3aa3,2014-04-20 16:00:30,Merge branch 'magic-bytes' of github.com:rmcgibbo/openmm into magic-bytes,0
e78c723,2014-04-20 16:19:18,magic bytes,0
8dfd892,2014-04-20 16:27:00,Correct stream file reading.,0
5485a4e,2014-04-21 11:18:40,Merge pull request #384 from rmcgibbo/magic-bytes,0
66bcd1e,2014-04-21 13:32:38,Fix the mbondi radii specification (for the HCT GB model in CHARMM files).,0
dab7a82,2014-04-21 14:08:23,Merge pull request #406 from swails/master,0
4be5daf,2014-04-23 15:27:11,Created LocalCoordinatesSite  including reference implementation,0
4646cf3,2014-04-23 22:13:59,First typo fixed,0
9ab6603,2014-04-24 09:52:07,Another typo,0
c88213f,2014-04-24 11:19:16,Created CUDA and OpenCL implementations of LocalCoordinatesSite,0
5061a03,2014-04-24 11:48:14,Created Python API for LocalCoordinatesSite,0
f1d8c86,2014-04-24 13:01:46,Added documentation for LocalCoordinatesSite,0
8df1e31,2014-04-24 13:24:50,More fixes to file paths,0
ed03c83,2014-04-24 16:44:22,Merge pull request #423 from peastman/vsite,0
25ea315,2014-04-24 17:02:51,Merge pull request #420 from kyleabeauchamp/docfix,0
169083a,2014-04-27 02:13:12,VS2013 requires <algorithm> for std::min  std::max,0
be0205e,2014-04-27 02:14:19,Guard against multiple definition of M_PI,0
78271a6,2014-04-27 02:15:42,Can't send bare stringstream to iostream  use .str(),0
aa6f6bd,2014-04-27 02:23:25,MSVC 2013 defines conformant round()  workaround not needed,0
fa80695,2014-04-27 02:24:23,serialization #defines not visible to VS2013  add manually,0
5dfab79,2014-04-27 05:45:25,Remove forced #defines,0
1fcd148,2014-04-27 05:46:31,Force necessary settings for serialization sources  fixes compile prob on W7/MSVC12,0
a3998ca,2014-04-27 23:49:51,"Revert ""Remove forced #defines""",0
3731ffa,2014-04-27 23:50:46,"Revert ""Revert ""Remove forced #defines""""",0
12716b7,2014-04-27 23:51:00,"Revert ""serialization #defines not visible to VS2013  add manually""",0
5d659b7,2014-04-27 23:52:29,Merge branch 'vs2013-compile-errors' of https://github.com/smikes/openmm into vs2013-compile-errors,0
190e703,2014-04-27 23:55:09,remove redundant setting of #defines,0
62969a3,2014-04-28 16:08:57,Merge pull request #424 from smikes/vs2013-compile-errors,0
8e3c539,2014-04-28 16:32:17,change back to #ifdef,0
e902197,2014-04-28 17:09:56,Merge branch 'amoeba' of github.com:peastman/openmm,0
2a6d81e,2014-04-30 13:52:01,Additional changes to support LocalCoordinatesSite,0
509b9b8,2014-05-01 12:02:48,Merge pull request #426 from peastman/vsite,0
11ef1e0,2014-05-01 12:06:15,DrudeForce was ignoring force groups (see bug 2012),0
5ed9dd6,2014-05-01 12:44:30,Merge pull request #427 from peastman/master,0
aac359d,2014-05-04 10:44:16,Fixed bug in app where 'useDispersionCorrection' for AMOEBA was being cast to int instead of bool.,1
4e4db1f,2014-05-04 11:11:18,Added AMOEBA test system and tests for ForceField fin setting up AMOEBA system.,0
bc240d4,2014-05-04 13:45:20,Fixes to tests.,0
51828ea,2014-05-05 15:36:21,Merge branch 'master' into qc,0
f1991b3,2014-05-06 14:20:44,Fixed bug using multiple devices with PME,1
890cdb4,2014-05-06 15:16:26,Merge pull request #439 from peastman/master,0
cafd3d7,2014-05-07 10:46:35,Fixed a bug in a test case,1
9202aec,2014-05-07 11:20:43,Merge pull request #440 from peastman/master,0
25e3852,2014-05-08 15:34:51,AmoebaTorsionTorsionForce can calculate derivatives of the grid points automatically,0
bbe0ce7,2014-05-08 16:07:39,Fixed incorrect specification of torsion-torsion terms in AMOEBA 2013 force field,0
c83f44d,2014-05-09 01:34:23,Merge branch 'master' of github.com:SimTk/openmm,0
14fb333,2014-05-09 01:45:01,Merge branch 'amoeba' of github.com:peastman/openmm,0
9951703,2014-05-10 13:39:13,Fixed typo in modeller docstring.,0
ac1c178,2014-05-11 23:37:54,Python 3 compatibility,0
79ad83b,2014-05-12 11:27:32,Merge pull request #444 from mpharrigan/py34,0
0d61baa,2014-05-12 11:28:02,Merge pull request #442 from kyleabeauchamp/tinydocfix,0
918af98,2014-05-14 14:08:18,Regenerated AMOEBA 2013 force field based on corrected parameter file,0
454caac,2014-05-14 15:12:46,Preliminary support for ARM/Android.,0
52a777b,2014-05-14 15:14:21,Merge remote-tracking branch 'origin/master' into qc,0
7eb5a10,2014-05-15 10:20:15,Merge branch 'amoeba' of https://github.com/peastman/openmm into peastman-amoeba,0
7981628,2014-05-15 10:32:31,Merge branch 'peastman-amoeba',0
6cfc0c9,2014-05-15 10:34:41,Merge pull request #455 from peastman/master,0
9cac327,2014-05-15 14:34:30,Optimizations to the NEON versions of round()  floor()  and ceil(),0
04f2d85,2014-05-15 17:11:59,Further cleanup and optimization to NEON vector operations,0
2e6397b,2014-05-16 10:15:30,Additional CMake changes to support Android,0
ed554f5,2014-05-16 11:19:28,Fixed incorrect units in AmoebaStretchBendForce.getStretchBendParameters(),0
0b8201b,2014-05-16 12:30:56,Merge pull request #457 from peastman/master,0
cbda808,2014-05-17 12:03:14,Added tip3p-fb and tip4p-fb parameter files.,0
d752086,2014-05-17 12:03:27,Merge branch 'master' of github.com:SimTk/openmm,0
4b1c362,2014-05-19 22:57:23,Seed the rng from urandom,0
46b35a3,2014-05-19 23:06:37,separate files,0
3fdc46a,2014-05-19 23:44:27,fix path,0
954ac87,2014-05-20 00:11:48,rename,0
32f3f57,2014-05-20 00:12:53,rename,0
98d61e1,2014-05-20 12:42:54,fix capitalization,0
d3fd7d5,2014-05-21 14:41:29,Rewrite Amber inpcrd/restart file handling. Among the improvements:     - existence of velocities and box vectors is auto-detected  so       loadVelocities and loadBoxVectors are unnecessary     - recognizes NetCDF-format Amber restart files (which can be written by       tleap  sander  pmemd  and cpptraj).     - Restart files coordinate/velocity/box fields have a hard width of 12       characters and does not ensure that fields are whitespace delimited. This       commit will correctly parse (valid) Amber restart files in which a       particular coordinate is <= -100 A or >= 1000 A (not uncommon for restart       files from sander/pmemd).     - File format (ASCII vs. NetCDF) is auto-detected.,0
5cf7f74,2014-05-21 15:12:17,Add a natom attribute to AmberNetcdfRestart.,0
3f090c7,2014-05-21 15:12:42,Add tests for Amber inpcrd file parsing.,0
d39325d,2014-05-21 15:35:30,Remove the hard-coded orthogonal box vector code in the PrmtopLoader class. Again  this will need to be done in the future anyway for general triclinic support.,0
d9e0963,2014-05-21 15:44:17,Finish the last commit. Make sure the box vector calculation from the lengths and angles makes numbers exactly 0 that _should_ be zero (but aren't due to precision and round-off issues).,0
a8dafda,2014-05-22 12:15:53,Get rid of some comments that I had forgotten to get rid of earlier.,0
da7d8c9,2014-05-27 10:13:22,Merge pull request #460 from rmcgibbo/seed-random,0
d8539fd,2014-05-27 14:01:14,Copy over all parm7 and rst7 files as well...,0
be0c099,2014-05-27 14:18:29,Fix for static linking,0
073ea18,2014-05-27 15:14:18,The natom attribute is only part of the private objects -- this should hopefully fix the remaining CI issues.,0
7f06a31,2014-05-27 15:30:35,Fix comparison test in TestAmberInpcrdFile to compare sequences element by element.,0
1833142,2014-05-27 17:02:54,Merge pull request #464 from proteneer/staticFix,0
d50f794,2014-05-28 09:05:42,Merge branch 'master' of github.com:SimTk/openmm,0
b46c224,2014-05-28 09:07:01,Updated citation information,0
8753836,2014-05-28 09:11:50,Add units back to getBoxBetaAndDimensions...,0
732bc86,2014-05-28 09:56:42,Typo fix,0
b957ae1,2014-05-28 10:32:17,Renamed files  and updated user's guide,0
49fe812,2014-05-28 11:14:28,Merge pull request #458 from leeping/master,0
ba5e21f,2014-05-28 11:26:10,Merge pull request #461 from swails/amber_restarts,0
efc196e,2014-05-28 12:43:48,Fix box dimensions in test prmtop,0
90dfedb,2014-05-28 13:47:11,Remove a context manager to improve compatibility with older versions of scipy.,0
c79b07c,2014-05-29 14:11:56,Merge pull request #466 from swails/master,0
0af25da,2014-05-29 15:22:43,Small tweak to fix parsing of par_all36_carb.prm ... not sure why this file is different from _all_ of the others.,0
