hash,time,message,buggy
195bcec,2015-01-07 13:07:52,Began implementing OpenCL support for triclinic boxes,0
9bcba51,2015-01-07 14:47:52,Continuing OpenCL support for triclinic boxes,0
295ae00,2015-01-07 17:04:15,OpenCL supports PME with triclinic boxes,0
53690fe,2015-01-08 11:05:20,Do not allow Ewald to be used with triclinic boxes  since it isn't implemented.,0
46f7b76,2015-01-08 14:11:33,AmoebaVdwForce works with triclinic boxes,0
38acdd6,2015-01-08 14:14:16,Adjusted the tolerance on a test that was failing on some computers,0
601a696,2015-01-09 06:29:39,"Convert a random seed set to 0 into one based on the wall clock in more places. This commit hits the CPU platform (I had previously thought it just used the Reference generator) as well as the CustomIntegrator stream that is set separately from the standard ""integrator"" stream attached to each platform for CUDA and OpenCL platforms (it seemed to me that the Reference platform's CustomIntegrator just used the integrator random stream).",0
b705a22,2015-01-09 06:36:21,"Add notes in the doxygen comments about setRandomNumberSeed resulting in a ""truly"" random seed being generated from the wall clock upon Context creation.",0
3129342,2015-01-09 06:43:17,Add a little more explanation.,0
118aab8,2015-01-09 06:48:14,Fix an include.,0
d422c30,2015-01-10 09:36:55,Change comments so that it does not reference generating seeds from the clock.,0
be8bd37,2015-01-10 09:39:06,The Drude and RPMD plugins both also use random numbers -- change default seed to 0 here as well.,0
40632e1,2015-01-12 00:54:03,bytes issue,0
e197379,2015-01-12 00:55:18,that statement doesn't do anything,0
7a4b360,2015-01-12 01:11:05,Fix typemap for str/bytes -> std::string,0
1d450fd,2015-01-12 11:05:19,.message -> str(),0
8549407,2015-01-12 11:45:04,Merge pull request #775 from rmcgibbo/message,0
c66e086,2015-01-12 11:51:18,Merge pull request #773 from rmcgibbo/bytes-2,0
4b33803,2015-01-12 12:28:59,Merge branch 'bytes-4' of github.com:rmcgibbo/openmm into bytes-4,0
29856d1,2015-01-12 14:40:59,Fixed bug in reference CustomCompoundBondForce,1
5ae844b,2015-01-12 14:48:28,Updated test cases to catch a bug that was just fixed,1
a9c75e5,2015-01-12 15:09:38,Merge pull request #776 from peastman/bug,0
21bf959,2015-01-12 16:59:13,might fix segfault,0
bfdae09,2015-01-12 17:36:59,Merge pull request #774 from rmcgibbo/bytes-4,0
2f42ac0,2015-01-13 23:17:08,Some windows changes,0
d050924,2015-01-14 11:57:26,append to path instead,0
7bdd4a6,2015-01-14 13:11:06,Merge pull request #780 from rmcgibbo/win32,0
3b2579a,2015-01-14 14:27:34,Removed some unneeded code,0
7dc2ff9,2015-01-15 11:24:14,Catch nan coordinates before they can produce a segfault,0
c2191b6,2015-01-15 13:17:32,Add a section at the end of the manual about stochastic forces  integrators  and random numbers.  Add 2 citations about Langevin synchronization.  Convert the references.bib file to UNIX line endings.,0
a770b1b,2015-01-15 13:57:52,Merge pull request #783 from peastman/nan,0
e16acd1,2015-01-15 14:32:50,whoops,0
9972e29,2015-01-15 14:53:55,Merge pull request #784 from rmcgibbo/whoops,0
923ccea,2015-01-15 15:18:11,Merge pull request #765 from swails/stochastic-forces,0
c2505aa,2015-01-15 17:36:31,``XXX`` -> :class:`XXX` principle -> principal... I'm a bozo.,0
8a2e438,2015-01-15 17:44:51,:class: -> :meth: where appropriate.,0
df99352,2015-01-15 17:47:24,Tweak numbering formatting.,0
bd01a37,2015-01-16 16:34:32,Variable step size integrators were scaling the step size incorrectly,0
78b80cc,2015-01-16 16:58:40,Merge pull request #787 from peastman/step,0
8bd4420,2015-01-17 11:32:43,Merge pull request #788 from swails/master,0
6ad2aff,2015-01-17 11:45:56,Grammar fixes in the doxygen comments.,0
f9bd59e,2015-01-18 16:03:32,Fix Amber custom GB models with both a salt concentration *and* a cutoff.,0
7ef9b3b,2015-01-18 19:36:47,Merge branch 'master' into fixgb,0
2228188,2015-01-18 21:28:10,Update CHARMM OBC2 nonperiodic salt force save file for recent fix.,0
91e353a,2015-01-18 21:33:06,Fix the Amber test suite for recent fix to nonperiodic salt concentration with cutoff GB.,0
d0e168a,2015-01-20 10:34:06,Merge pull request #789 from swails/fixgb,0
690c80f,2015-01-20 11:15:37,Fixed Fortran compilation errors caused by function names being too long,1
f83da36,2015-01-20 11:40:42,Merge pull request #790 from peastman/fortran,0
f75bf1b,2015-01-20 11:42:07,Check for nan positions was being done incorrectly,0
b51e05a,2015-01-20 12:06:47,Merge pull request #791 from peastman/bug,0
5e3a0a0,2015-01-22 13:59:27,Began implementing triclinic boxes for reference AmoebaMultipoleForce (not yet debugged),0
26574a3,2015-02-02 12:19:40,Add error checking for the input GB radii in the GBn methods. The radii must be between 1 and 2 Angstroms  or they fall outside the bounds of the neck lookup tables.,0
5d8e92f,2015-02-02 14:06:31,Use the correct index this time.,0
82e118f,2015-02-03 11:34:32,Bug fixes to triclinic boxes for reference AmoebaMultipoleForce,1
c83f2a1,2015-02-04 14:54:08,Began CUDA implementation of triclinic boxes for AmoebaMultipoleForce,0
3b91c94,2015-02-05 10:53:04,Continuing CUDA implementation of triclinic boxes for AmoebaMultipoleForce,0
5b846af,2015-02-05 15:03:49,Finished CUDA implementation of triclinic boxes for AmoebaMultipoleForce,0
050e126,2015-02-05 17:10:27,Bug fixes to triclinic boxes,1
83ed602,2015-02-05 19:39:56,Merge pull request #797 from peastman/triclinic,0
de92741,2015-02-06 15:43:48,Fixes vs2013 warnings 4251  4267.,0
4e62a24,2015-02-06 16:41:04,Adding triclinic box support to Python layer,0
3a80b0f,2015-02-06 17:31:18,Merge pull request #799 from chrisdembia/vs2013-lepton-warnings,0
3db6b8e,2015-02-07 08:16:04,Merge branch 'master' into gbn-chk,0
bb85363,2015-02-07 11:32:22,Merge pull request #795 from swails/gbn-chk,0
94ca75c,2015-02-07 19:51:38,"First stab at adjusting AmoebaStretchBendForce to take 2 force constants instead of just 1.  Backwards compatibility is provided by making the 2nd force constant default to -1  which is reinterpreted as ""copy the first force constant"".",0
cf843ed,2015-02-07 20:05:33,Update return unit call structure for getStretchBendParameters,0
9962821,2015-02-07 20:07:32,Add missing  ,0
480c695,2015-02-07 20:17:40,A few fixes.,0
d006ac4,2015-02-07 20:19:57,Typo fix.,0
72f9983,2015-02-07 20:52:44,Fix a handful of issues -- Reference Amoeba plugin now builds and finishes the stretch-bend test correctly.,0
104e827,2015-02-07 20:59:59,Update the CUDA Amoeba stretch-bend test with the same computeStretchBend as the one in the Reference platform (pulled over via meld to limit possible mistakes).,0
e6dbc49,2015-02-07 21:07:48,Oops  forgot to distribute the negative,0
8a01b34,2015-02-07 22:56:50,Remove default and kludgey way to half-support backwards compatibility. Update the Python application layer to use both force constants when building the AmoebaStretchBendForce.,0
033eed5,2015-02-07 23:01:28,Oops  forgot to update the serialization test for the removal of the default argument.,0
d0abb6d,2015-02-08 10:05:41,Merge branch 'master' into strbnd,0
abadfd9,2015-02-09 10:37:22,Merge pull request #801 from swails/strbnd,0
0a0f021,2015-02-09 13:28:15,Continuing triclinic box support in Python layer,0
d127d7c,2015-02-09 16:12:34,Fix for unit cell vector calculation (had no effect for orthorhombic boxes  but now that triclinics are supported this is important).,0
21a39ea,2015-02-09 17:23:03,Modeller supports triclinic boxes,0
30a5370,2015-02-10 11:18:17,More support for triclinic boxes,0
8bc8d18,2015-02-10 13:35:02,Merge pull request #803 from peastman/triclinic,0
8aff3b7,2015-02-10 15:22:13,Replaced TinyXML with irrXML,0
a165a09,2015-02-10 15:47:10,Added irrXML to top level CMakeLists.txt,0
2679049,2015-02-10 16:04:18,Merge pull request #804 from peastman/xml,0
4570189,2015-02-11 08:05:21,Merge branch 'master' into fix-charmm-box-vecs,0
10be282,2015-02-11 08:17:47,Beginnings of improvements for amber_file_parser and the CHARMM PSF file parser to support triclinic cells.,0
0746ded,2015-02-11 14:14:40,Add support for triclinic boxes to the Amber and CHARMM file parsers.,0
fabb38d,2015-02-11 14:48:21,Merge pull request #802 from swails/fix-charmm-box-vecs,0
918d17a,2015-02-11 17:27:48,Fix AmberPrmtopFile for building with IFBOX != 1 or 2. Also Add tests for a truncated octahedron inpcrd and prmtop file.,0
01da1b5,2015-02-12 16:47:51,Updated to latest asmjit  which supports 32 bit mode,0
97ce448,2015-02-12 17:09:06,Merge pull request #806 from peastman/jit32,0
7e29671,2015-02-13 10:32:10,Created plugin for CUDA runtime compiler,0
8fa0887,2015-02-13 11:08:34,Cleanup to CUDA compiler plugin,0
e9b7c56,2015-02-13 11:38:40,Merge pull request #807 from peastman/compiler,0
418ceab,2015-02-13 11:51:54,Lepton exceptions have more informative messages,0
a0bdc69,2015-02-13 12:17:21,Merge pull request #808 from peastman/parse,0
dce6a43,2015-02-13 12:22:04,Custom expressions support floor() and ceil().,0
e0713ae,2015-02-13 12:22:40,Tests for floor() and ceil().,0
37ab709,2015-02-13 12:54:57,Merge pull request #809 from peastman/floor,0
e84f072,2015-02-17 11:07:01,Topology records PDB ids for chains  residues  and atoms,0
bfe7570,2015-02-17 11:41:21,Workaround for Nvidia bug on Maxwell in CUDA 6,0
3781197,2015-02-17 11:44:32,Merge pull request #813 from peastman/ids,0
828706c,2015-02-17 12:13:01,Merge pull request #814 from peastman/cuda7,0
f025c5f,2015-02-17 16:52:39,Modeller preserves chain  residue  and atom ids when reasonable,0
1c27153,2015-02-17 17:08:01,Merge pull request #815 from peastman/ids,0
5c7321c,2015-02-18 14:13:51,Created RPMDMonteCarloBarostat,0
38e19cb,2015-02-18 15:07:43,Do not allow standard barostats to be used with RPMDIntegrator,0
f295804,2015-02-18 16:19:27,Minor changes to speed up some test cases,0
7e4843f,2015-02-18 16:42:17,Merge pull request #821 from peastman/tests,0
1ce1759,2015-02-19 15:22:13,Fixed some test cases that were failing,0
bf03b07,2015-02-19 16:05:05,Merge pull request #822 from peastman/master,0
9f5a02c,2015-02-19 16:52:47,Regenerated AMOEBA2013 based on Tinker 7.0.1,0
b43e3f1,2015-02-19 17:07:20,Merge pull request #823 from peastman/tinker,0
1004e6e,2015-02-19 20:23:05,Fix bug in unitcell.py (computeLengthsAndAngles)  which resulted in a NameError. Also added a test suite for them.,1
fd1827e,2015-02-19 20:32:54,Add a reducePeriodicBoxVectors function  since many helpers (like the one in mdtraj) does *not* fully reduce the vectors.,0
245a738,2015-02-19 20:35:17,Merge branch 'master' of https://github.com/pandegroup/openmm,0
65d0449,2015-02-20 10:23:10,Added removeForce() and removeConstraint() to System,0
252e03d,2015-02-20 10:26:23,Merge pull request #824 from swails/master,0
8148f51,2015-02-20 10:44:11,Merge pull request #825 from peastman/remove,0
89ab01d,2015-02-20 11:04:49,Fixed an incorrect unit conversion when constraining angles with AMOEBA,0
2379b98,2015-02-20 11:22:09,Merge pull request #826 from peastman/angles,0
7a60e43,2015-02-20 13:07:05,Fix names.,0
9111cca,2015-02-20 14:40:07,Moved reference platform classes into OpenMM namespace,0
1d3ffd7,2015-02-20 14:53:26,Deleted obsolete logging class,0
7fb1033,2015-02-20 15:19:50,Cleaned up lots of formatting to be more consistent with the rest of OpenMM,0
0671c7b,2015-02-20 15:55:30,Elimininated obsolete SimTKOpenMMCommon files,0
3d69185,2015-02-20 16:04:14,Combined subfolders in reference source  and renamed a couple of badly named classes,0
f72062a,2015-02-20 16:13:37,Deleted obsolete debugging code,0
25a308e,2015-02-20 16:21:41,Moved AMOEBA reference code into OpenMM namespace,0
41cd79a,2015-02-20 16:53:05,Cleaned up formatting of AMOEBA reference code,0
c44c956,2015-02-20 17:16:01,Deleted lots of debugging code,0
162d69a,2015-02-20 17:48:08,Merge pull request #827 from peastman/reference,0
a568bb1,2015-02-23 11:46:52,Deleted more debugging code,0
d95b90b,2015-02-23 15:17:50,Cleaned up formatting in AMOEBA code,0
f11bafd,2015-02-23 16:07:35,Merge pull request #828 from peastman/cleanup,0
e18eb78,2015-02-23 16:58:16,Avoid throwing exceptions internally when serializing States,0
e670188,2015-02-23 17:17:45,Merge pull request #829 from peastman/state,0
aa7bd1c,2015-02-24 13:12:36,Fixed problems running in PNaCl,0
8f39837,2015-02-24 13:34:47,Merge pull request #830 from peastman/pnacl,0
d51ad3c,2015-02-24 17:08:47,Optimizations to PNaCl vectors,0
5704502,2015-02-24 17:21:09,Merge pull request #831 from peastman/pvec,0
49cc84c,2015-02-25 15:23:31,Further improvements to PNaCl vectors,0
f816d96,2015-02-25 15:38:24,Merge pull request #834 from peastman/pvec,0
e5ffa90,2015-02-26 12:04:24,Have the CHARMM parsers use the Topology API additions.,0
4662bed,2015-02-27 11:43:36,Updated version number to 6.3,0
083aeb3,2015-02-27 11:59:21,Merge pull request #836 from peastman/version,0
decb586,2015-02-27 12:26:49,Merge pull request #837 from peastman/rpmd,0
8bcc9b3,2015-02-27 14:23:27,PdbStructure handles byte streams correctly in Python 3,0
9fee45f,2015-02-27 14:32:36,Added test for binary PDB streams,0
8d276c2,2015-02-27 14:44:39,Merge pull request #839 from peastman/decode,0
36cdbc8,2015-03-03 11:01:33,Fixed exception in addExtraParticles(),0
410674c,2015-03-03 11:17:28,Merge pull request #842 from peastman/residue,0
6dc44c0,2015-03-03 16:21:06,Added keepIds flag to PDBFile.writeFile(),0
b0ecf37,2015-03-03 16:35:11,Merge pull request #843 from peastman/ids,0
84bc63a,2015-03-05 10:08:56,prmtop files can have %COMMENT sections in them between the %FLAG and %FORMAT flags. This can cause a KeyError when trying to look up the format of the current section when it's reading the %COMMENT line (before any Format has been assigned).,0
0a0e3ba,2015-03-05 10:37:14,Add a %COMMENT to this prmtop file to test that it's parsed correctly.,0
1f12f28,2015-03-05 12:45:21,Merge pull request #844 from swails/master,0
62f7c44,2015-03-06 10:14:09,Load balancing between GPUs forces the neighbor list to be rebuilt,0
bd666c2,2015-03-06 12:25:47,For multi-GPU  exceeding the size of the neighbor list causes the forces to be marked as invalid,0
84c9bcd,2015-03-06 14:25:48,Cleanup and simplification to reference AMOEBA multipole force,0
2554db1,2015-03-06 14:44:02,Merge pull request #845 from peastman/pme,0
f7ef2dd,2015-03-10 10:43:20,More bug fixes to multi-GPU,1
5069c66,2015-03-10 11:23:23,Merge pull request #847 from peastman/parallel,0
9d3a655,2015-03-10 13:54:18,Fixed a performance regression in multi-GPU on CUDA,0
7f8c508,2015-03-10 14:52:00,Merge pull request #848 from peastman/pinned,0
af74717,2015-03-14 11:45:32,Fix bug in dcd box vector writing.,1
427f093,2015-03-14 11:54:00,Fix more bugs,1
5061f42,2015-03-14 11:57:18,Fix last bug.,1
4c2be2f,2015-03-14 11:58:20,Fix extra text in comment.,0
c212839,2015-03-14 11:59:43,Fix manual unit conversion bug.,1
875c973,2015-03-14 12:09:55,Added test.,0
9fe6cd7,2015-03-14 12:12:48,Amber DCD test uses tempfile now.,0
62581e9,2015-03-14 13:48:38,Modified travis logic to only fail if retested tests fail.,0
53e7cad,2015-03-16 10:04:27,Fix very subtle bug in Amber prmtop with NBFIX,1
de04489,2015-03-16 10:37:24,Merge pull request #852 from swails/amber10-12,0
e5b4535,2015-03-16 10:41:47,Merge pull request #850 from kyleabeauchamp/dcdbug,0
1cb9c79,2015-03-16 10:42:49,Merge pull request #851 from jchodera/fix-travis-test-failures,0
474bbf7,2015-03-16 16:13:17,Added updateParametersInContext() to CMAPTorsionForce  and implemented in reference platform,0
6dc2f9a,2015-03-16 17:09:17,CUDA and OpenCL implementations of CMAPTorsionForce::updateParametersInContext(),0
2762adf,2015-03-16 18:03:00,Merge pull request #854 from peastman/cmap,0
e4ccca2,2015-03-19 11:47:12,Very simple change to get ~20% performance improvement in reading Amber prmtop files.,0
e25f5ac,2015-03-19 12:16:31,Merge pull request #856 from swails/fix_hangles,0
9272718,2015-03-19 12:25:44,Fixed an error in doxygen comments,1
eb215a4,2015-03-19 12:53:22,Fix AmberPrmtopFile's handling of HAngles when gaff is used.,0
476c1ba,2015-03-19 13:11:52,Merge pull request #857 from peastman/doxygen,0
f66c9b6,2015-03-19 13:41:06,Simplification to reference platform tests,0
aba4c05,2015-03-19 13:47:20,Fix old behavior.,0
f322abd,2015-03-19 15:57:34,Merge pull request #858 from peastman/reference,0
558b363,2015-03-24 16:48:19,Fixed a race condition in OpenCL,0
848e179,2015-03-24 17:10:42,Merge pull request #860 from peastman/queuebug,0
787869c,2015-03-25 14:09:34,Parallelized extraction of inverse matrix for CCMA,0
24a960a,2015-03-25 15:03:09,Merge pull request #861 from peastman/ccma,0
8fc7132,2015-03-30 15:25:36,Fixed errors using OpenCL with CPU device,1
dffbb5e,2015-03-30 15:48:58,Merge pull request #864 from peastman/cpu,0
85669a5,2015-04-01 11:24:42,More fixes to OpenCL with CPU device,0
0f76088,2015-04-01 11:46:33,Merge pull request #866 from peastman/cpu,0
4cf4328,2015-04-02 11:05:49,Fixed a performance regression on AMD GPUs,0
913c6dc,2015-04-03 14:30:48,OpenCL FFT supports real-to-complex transforms,0
4959bb9,2015-04-03 15:41:57,Simplified charge spreading kernel,0
99ed3ba,2015-04-03 16:46:39,Optimization for Nvidia,0
f2a9c21,2015-04-06 15:04:37,Merge pull request #868 from peastman/amdopt,0
e531310,2015-04-06 15:41:24,Merge pull request #869 from peastman/fft,0
9c7898e,2015-04-08 13:44:03,Implemented an optimized real-to-complex FFT,0
777f732,2015-04-08 14:40:57,Merge branch 'master' into r2c,0
803fe43,2015-04-08 16:47:28,Very minor optimization to FFT,0
79b85ad,2015-04-09 10:51:44,Merge pull request #870 from peastman/r2c,0
7b30da6,2015-04-10 10:00:24,Improve CHARMM parsing when resnums have inscodes,0
3a41548,2015-04-10 12:20:17,Optimizations to CpuNonbondedForce,0
9542346,2015-04-10 12:35:39,Optimizations to neighbor list construction,0
5e1f7d3,2015-04-13 16:31:24,Added a test for rsqrt(),0
1129599,2015-04-13 17:03:24,Fixed some compilation errors,1
05381ef,2015-04-14 12:55:31,Optimization to CPU nonbonded forces,0
2db0461,2015-04-14 17:14:16,Merge pull request #873 from peastman/cpuopt,0
ad62d81,2015-04-15 12:35:11,OpenCL FFT stores only non-redundant elements,0
63722d0,2015-04-15 14:03:29,Bug fixes to real-to-complex FFT,1
783cb61,2015-04-15 14:37:10,Fixed compilation error with latest version of SWIG,1
f0ef7b5,2015-04-15 14:39:20,Merge pull request #874 from peastman/packedfft,0
861a615,2015-04-15 15:03:21,Merge pull request #875 from peastman/swig,0
42089ca,2015-04-16 10:53:05,Optimization to OpenCL FFT,0
afae4bc,2015-04-16 11:11:23,Merge pull request #876 from peastman/fftopt,0
61d5cc0,2015-04-16 11:24:36,Merge branch 'master' into applecl,0
602629d,2015-04-16 12:54:01,Fixed some compilation errors on OS X,1
309f777,2015-04-16 13:10:02,Fixed a bug in OpenCL FFT,1
013cf20,2015-04-16 13:29:05,Merge pull request #877 from peastman/fftbug,0
aacefcc,2015-04-16 13:51:38,OpenCL on Apple requires OS X 10.10.3 or later,0
3946c02,2015-04-16 14:31:54,Merge pull request #878 from peastman/applecl,0
b21e318,2015-04-20 14:48:10,Merge branch 'master' into psfinscode,0
c1cae06,2015-04-20 15:21:20,Fixups and simplifications to PSF parser with inscodes,0
d496440,2015-04-21 19:15:23,Merge pull request #882 from swails/swig3,0
51e892f,2015-04-21 20:43:02,Fix SWIG 3 support for the Python wrappers.,0
5e7370c,2015-04-22 08:36:43,Merge branch 'master' into psfinscode,0
8bcff36,2015-04-22 09:30:55,Drastically improve performance of getElementByMass,0
84691dc,2015-04-22 09:42:16,More getElementByMass performance improvements,0
7f80283,2015-04-22 10:19:32,Fix up Residue assignment in CharmmPsfFile Topology,0
4cf66ca,2015-04-22 11:41:42,Fixed bug in CustomIntegrator,1
6f1f89d,2015-04-22 12:07:49,Merge pull request #883 from peastman/customint,0
c03aa30,2015-04-22 14:12:18,Work around a bug in chemistry,0
f97f868,2015-04-22 15:05:26,Add tests and fix up getByMass,0
eb23260,2015-04-22 15:05:33,Merge remote-tracking branch 'upstream/master',0
9da3646,2015-04-22 15:38:32,Merge pull request #871 from swails/psfinscode,0
71d3361,2015-04-24 00:01:04,Merge remote-tracking branch 'upstream/master',0
460f016,2015-05-01 14:02:33,Optimization for AMD,0
f9d105a,2015-05-01 14:02:42,CPU PME plugin respects OPENMM_CPU_THREADS environment variable,0
af51d75,2015-05-01 14:32:37,Merge pull request #889 from peastman/pmethreads,0
7b67c27,2015-05-01 15:15:47,Merge pull request #890 from peastman/amdinteractions,0
64b4ccc,2015-05-02 13:04:58,Better error catch for using chamber prmtops,0
486b97c,2015-05-02 13:09:46,Add a test case for handling chamber prmtops.,0
92dfd1f,2015-05-04 10:42:33,Added option to add a fixed number of solvent molecules,0
05dd85d,2015-05-04 10:51:20,Updated documentation for addSolvent(),0
ffc96cc,2015-05-04 11:02:00,Removed spaces that got added by the editor,0
3c328f3,2015-05-04 11:04:22,Merge pull request #892 from swails/catch_chamber,0
01ae387,2015-05-04 19:50:51,fix swig build,0
fcf6038,2015-05-05 09:28:17,mingw has STRUCT_TIMESPEC,0
37743d2,2015-05-05 09:29:14,fix mingw build,0
bd6ec4b,2015-05-05 10:32:44,Very minor optimization,0
10cc667,2015-05-05 10:36:11,Merge pull request #893 from xantares/patch-2,0
73be43c,2015-05-05 11:00:29,Merge pull request #894 from peastman/numadded,0
2b7bbdb,2015-05-06 11:23:09,Implemented select() in custom expressions,0
f18fa49,2015-05-06 11:58:07,Fixed failing test cases.  Increased default minimizer tolerance to 10.,0
503fbee,2015-05-06 12:59:00,Merge pull request #903 from peastman/minimize,0
019a98b,2015-05-06 14:17:43,Merge pull request #900 from xantares/patch-7,0
2b3660a,2015-05-06 14:18:48,Merge pull request #904 from peastman/select,0
fa80fbf,2015-05-06 14:19:54,Merge pull request #899 from xantares/patch-6,0
2e3d7cf,2015-05-11 10:42:51,Improved accuracy of correction for exclusions with PME,0
8f0d1f2,2015-05-11 11:51:48,Merge pull request #908 from peastman/erf,0
e28c0da,2015-05-12 00:22:29,Update setup.py,0
62f167c,2015-05-12 10:14:00,Merge pull request #911 from pandegroup/rmcgibbo-patch-1,0
896413a,2015-05-12 15:46:18,Merge remote-tracking branch 'upstream/master',0
2fa4baa,2015-05-13 12:49:56,Added checkpointing functions to Simulation,0
68664c2,2015-05-13 13:43:36,Merge pull request #918 from peastman/checkpoint,0
d4eb5da,2015-05-13 17:47:26,Implemented runForClockTime(),0
4bdbcf4,2015-05-14 09:51:45,Merge pull request #919 from peastman/clocktime,0
15465af,2015-05-14 11:34:56,Tabulated erfc() to improve accuracy of energies,0
0894532,2015-05-15 11:43:37,Attempting to get an alternate pthreads implementation to work,0
6cf7556,2015-05-15 13:27:09,Switched over to new Windows pthreads library,0
59bccb1,2015-05-15 13:34:11,Merge branch 'master' into pthreads,0
78e8a78,2015-05-15 14:01:04,Merge pull request #921 from peastman/pthreads,0
a1483ec,2015-05-18 10:50:40,Fix Gromacs #define replacement and add support for Gromacs 5,0
3e84be6,2015-05-18 11:02:19,Add a test for the previous commit.,0
52042c4,2015-05-18 11:18:23,Merge pull request #922 from swails/gmxdefines,0
ea79a45,2015-05-18 11:57:04,Switched back to using exact erf() for exclusions,0
6dd0c6f,2015-05-19 11:28:07,Moved the MTS and aMD integrators into the main repository,0
dc6ccad,2015-05-21 14:48:46,Merge pull request #920 from peastman/erfctable,0
098c778,2015-05-26 10:39:07,Moved the MTS and aMD integrators to simtk.openmm,0
2591365,2015-05-26 11:36:06,Switched some imports from relative to absolute,0
51b7141,2015-05-26 12:06:02,Merge pull request #929 from peastman/integrators,0
3d86303,2015-05-26 12:19:16,Merge pull request #930 from swails/gmx_virtualsites,0
e6f38fe,2015-05-26 12:35:49,Improved accuracy of energy computation,0
